,A,E,F,H,I,K,L,M,N,T,V,W,X,Y,Z
FP1_0031,0,0,80,0,23,0,0,0,0,18,0,0,0,0,0
FP1_0032,0,0,80,0,44,0,0,0,0,2,0,0,0,0,0
FP1_0033,0,0,80,0,80,0,0,0,0,0,0,0,0,0,0
FP1_0034,0,0,65,0,23,0,0,0,0,2,0,0,0,0,0
FP1_0035,0,0,62,0,80,0,0,0,0,16,80,0,0,0,0
FP1_0036,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
FP1_0037,0,0,80,0,80,0,0,0,0,0,0,0,0,0,0
FP1_0038,0,0,58,0,80,0,0,0,0,0,80,0,0,0,0
FP1_0039,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
FP1_0040,0,0,58,0,0,0,0,0,0,16,0,0,0,0,0
FP1_0041,0,0,55,0,80,0,0,0,0,0,41,0,0,0,0
FP1_0042,0,0,55,0,80,0,0,0,0,0,0,0,0,0,0
FP1_0043,0,0,55,0,80,0,0,0,0,40,0,0,0,0,0
FP1_0044,0,0,62,0,80,0,0,0,0,80,0,0,0,0,0
FP1_0045,0,0,80,0,23,0,0,0,0,16,0,0,0,0,0
FP1_0046,0,0,80,0,80,0,0,0,0,2,0,0,0,0,0
FP1_0047,0,0,80,0,80,0,0,0,0,22,0,0,0,0,0
FP1_0048,0,0,80,0,0,21,0,0,0,0,0,0,0,0,0
FP1_0049,0,0,80,0,0,4,0,0,0,0,0,0,0,0,0
HP1_0000,0,0,80,67,80,0,0,0,0,0,80,0,0,0,0
HP1_0001,0,0,0,80,80,0,0,0,0,0,49,0,0,0,0
HP1_0002,0,0,33,41,80,0,0,0,0,0,0,0,0,0,0
HP1_0003,21,0,0,61,80,0,8,0,0,0,0,0,0,0,0
HP1_0004,0,0,0,35,80,0,0,0,18,0,49,0,53,0,0
HP1_0005,0,0,0,67,80,0,8,0,0,0,10,0,0,0,0
HP1_0006,0,0,80,67,80,80,0,0,0,0,0,0,0,0,11
HP1_0007,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
HP1_0008,71,0,33,58,80,0,0,0,0,0,0,0,0,0,0
HP1_0009,22,0,0,0,80,0,0,0,18,0,49,0,0,0,0
HP1_0010,4,0,0,80,80,0,0,0,0,12,0,0,0,0,0
HP1_0011,0,0,55,80,80,0,0,0,0,0,0,0,0,0,0
HP1_0012,0,0,0,67,80,0,0,0,0,0,0,0,0,0,0
HP1_0013,0,0,0,32,80,0,0,0,0,0,0,0,0,0,0
HP1_0014,39,0,0,58,80,0,0,0,18,0,49,0,0,0,0
HP1_0015,4,0,0,58,80,0,0,0,0,0,49,0,0,0,0
HP1_0016,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0
HP1_0017,0,0,0,54,57,0,8,0,0,0,0,0,0,0,0
HP1_0018,4,0,0,80,80,0,0,63,0,0,0,35,0,0,0
HP1_0019,17,0,0,80,80,0,0,0,18,0,49,0,4,0,0
HP1_0020,54,0,0,61,80,0,0,0,0,0,0,0,0,0,0
HP1_0021,19,0,0,80,80,80,0,0,18,0,49,0,0,0,0
HP1_0022,0,0,0,19,80,0,0,0,0,0,0,0,0,0,0
HP1_0023,0,0,0,61,80,0,8,0,0,0,0,0,0,0,0
HP1_0024,0,0,0,54,80,0,8,0,0,19,0,0,0,0,0
HP1_0025,0,0,0,48,80,0,0,0,0,0,0,0,0,0,0
HP1_0026,17,0,0,19,80,0,0,0,0,0,0,0,0,0,0
HP1_0027,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0
HP1_0028,44,0,0,67,80,34,0,0,18,0,49,0,0,0,0
HP1_0029,0,0,0,54,80,0,0,0,7,0,49,0,0,0,0
HP1_0030,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0
HP1_0031,0,0,0,19,80,0,0,0,0,0,0,0,0,0,0
HP1_0032,0,0,33,80,80,23,0,0,0,0,0,0,0,0,0
HP1_0033,0,0,0,54,80,0,8,0,0,0,0,0,0,0,0
HP1_0034,0,0,0,80,0,0,8,0,0,0,0,0,0,0,0
HP1_0035,0,0,80,58,0,0,0,0,0,27,0,0,0,0,0
HP1_0036,0,0,0,80,80,0,0,0,18,17,49,0,0,0,0
HP1_0037,0,0,0,48,80,0,0,0,0,0,0,0,0,0,0
HP1_0038,0,0,0,41,0,0,0,0,0,0,49,0,0,0,0
HP1_0039,0,0,0,45,23,0,0,0,0,0,0,0,0,0,0
HP1_0040,71,0,0,67,80,0,80,0,52,0,49,0,0,0,0
HP1_0041,0,0,0,67,80,0,0,0,0,0,0,0,0,0,0
HP1_0042,0,0,0,58,80,40,0,0,0,0,0,0,0,0,0
HP1_0043,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
HP1_0044,0,0,0,32,44,0,0,0,0,11,0,0,0,0,0
HP1_0045,0,0,40,32,67,0,0,0,0,0,0,0,0,0,0
HP1_0046,80,0,0,0,80,0,0,0,18,0,10,0,0,0,0
HP1_0047,0,0,0,26,80,0,0,0,0,0,0,80,0,0,0
HP1_0048,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0
HP1_0049,0,0,0,58,80,0,0,0,0,0,0,0,0,0,0
IP1_0000,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0003,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0004,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0005,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0006,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0007,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0008,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0009,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0011,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0012,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0013,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0014,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0015,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0016,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0017,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0018,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0019,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0020,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0021,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0022,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0024,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0025,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0026,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0027,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0028,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0029,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0
IP1_0030,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0031,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0032,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0033,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0034,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0035,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0036,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0037,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0038,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0039,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0040,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0041,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0042,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0043,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0044,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0045,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0046,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0047,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0048,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KP1_0000,0,0,0,0,80,80,0,0,0,80,0,0,0,0,0
KP1_0001,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0
KP1_0002,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0
KP1_0003,0,0,0,0,80,80,0,0,0,0,80,0,0,0,0
KP1_0004,0,0,0,0,80,0,0,0,0,66,0,0,0,0,0
KP1_0005,0,0,0,0,80,80,0,0,23,16,80,80,0,0,0
KP1_0006,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0
KP1_0007,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0
KP1_0008,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0
KP1_0009,0,0,43,58,80,80,0,0,0,0,0,0,0,0,0
KP1_0010,0,0,0,0,67,80,0,0,0,0,49,0,0,0,0
KP1_0011,0,0,0,0,80,80,0,0,0,0,49,0,0,0,0
KP1_0012,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0
KP1_0013,0,0,0,0,80,57,0,0,0,0,0,0,0,0,0
KP1_0014,0,0,0,0,23,80,0,0,0,0,0,0,0,0,0
KP1_0015,0,0,0,0,80,59,0,0,0,0,0,58,0,0,0
KP1_0016,0,0,0,0,80,76,0,14,0,0,0,0,0,0,0
KP1_0017,0,0,18,0,80,76,0,0,0,51,0,0,0,0,43
KP1_0018,0,0,0,0,23,80,8,0,0,0,49,0,0,80,0
KP1_0019,0,0,0,0,0,80,80,0,0,0,0,0,0,0,0
KP1_0020,0,0,0,0,80,80,0,0,0,66,0,0,0,0,0
KP1_0021,0,0,0,0,80,59,0,0,0,0,0,0,0,0,0
KP1_0022,0,0,80,0,80,80,0,0,0,24,80,0,0,0,0
KP1_0023,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0
KP1_0024,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0
KP1_0025,0,0,0,0,23,59,0,0,0,0,10,0,0,0,0
KP1_0026,0,0,0,0,0,80,0,0,18,0,0,0,0,0,0
KP1_0027,0,0,0,0,44,80,80,0,0,0,0,0,0,0,0
KP1_0028,0,0,18,0,80,80,0,0,0,30,0,0,0,0,0
KP1_0029,0,0,33,0,80,80,0,0,0,0,80,0,0,0,0
KP1_0030,0,0,0,0,80,80,0,0,18,0,49,0,0,0,0
KP1_0031,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0
KP1_0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KP1_0033,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0
KP1_0034,0,0,0,0,80,59,0,0,0,0,49,0,0,0,0
KP1_0035,0,0,0,0,80,80,0,0,0,0,49,0,0,0,0
KP1_0036,0,0,0,0,80,59,0,0,0,0,0,0,0,0,0
KP1_0037,0,0,0,0,80,76,0,0,0,0,0,0,0,0,0
KP1_0038,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0
KP1_0039,0,0,0,0,80,59,0,0,0,0,0,0,0,0,0
KP1_0040,0,0,0,0,80,4,0,0,0,78,0,0,0,0,0
KP1_0041,0,0,0,0,23,80,8,0,0,22,0,0,0,0,0
KP1_0042,0,0,0,0,80,80,0,0,0,0,0,0,0,0,0
KP1_0043,0,0,0,0,0,76,8,0,0,0,0,0,0,0,0
KP1_0044,0,0,0,0,0,59,8,0,0,0,0,0,0,0,0
KP1_0045,0,0,0,0,0,36,80,0,0,0,0,0,0,0,0
KP1_0046,0,0,0,0,57,4,0,0,0,0,0,0,0,80,0
KP1_0047,0,0,0,0,67,76,0,0,0,0,0,0,0,0,0
KP1_0048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KP1_0049,0,0,0,0,80,80,8,0,0,0,0,0,0,0,0
LP1_0000,0,0,0,0,44,0,80,0,0,0,0,0,0,0,0
LP1_0001,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0002,0,0,0,0,23,0,8,0,0,0,0,0,0,0,0
LP1_0003,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0004,0,0,0,0,80,0,8,0,0,0,0,0,0,0,0
LP1_0005,0,0,0,0,44,0,8,0,0,0,0,0,0,0,0
LP1_0006,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
LP1_0007,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0008,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
LP1_0009,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0
LP1_0010,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0011,0,0,0,0,67,0,16,0,0,0,0,0,0,0,0
LP1_0012,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0013,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0014,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
LP1_0015,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0016,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0017,0,0,0,0,80,0,8,0,0,0,0,0,0,0,0
LP1_0018,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0019,0,0,0,0,23,0,80,0,0,0,0,0,0,0,0
LP1_0020,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0021,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0022,0,0,0,0,23,0,8,0,0,0,0,0,0,0,0
LP1_0023,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0024,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
LP1_0025,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0026,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0027,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0028,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0029,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0030,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
LP1_0031,0,0,0,0,23,0,80,0,0,0,0,0,0,0,0
LP1_0032,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0033,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0034,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0035,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0036,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0037,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0038,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0039,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0040,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0041,0,0,0,0,80,0,8,0,0,0,0,0,0,0,0
LP1_0042,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0043,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
LP1_0044,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0045,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0046,0,0,0,0,57,0,80,0,0,0,0,0,0,0,0
LP1_0047,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0048,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0049,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
MP1_0000,0,0,0,0,0,23,0,80,0,0,0,0,0,0,0
MP1_0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MP1_0002,0,0,0,0,0,0,0,80,0,2,0,0,0,80,0
MP1_0003,0,0,0,0,0,0,0,80,23,0,0,0,0,0,0
MP1_0004,0,0,0,0,0,80,8,80,0,0,0,0,0,0,0
MP1_0005,0,0,0,0,0,0,0,80,18,0,0,0,80,0,0
MP1_0006,0,0,0,0,0,0,0,80,0,0,80,0,0,0,0
MP1_0007,0,0,0,0,23,0,0,80,11,0,0,0,0,0,0
MP1_0008,0,0,0,0,0,0,0,59,0,0,49,0,0,63,0
MP1_0009,0,0,0,0,0,0,8,80,0,0,0,0,0,0,0
MP1_0010,52,0,0,19,23,4,0,80,18,0,10,0,80,0,0
MP1_0011,0,0,0,19,0,0,0,67,0,0,0,0,0,0,0
MP1_0012,0,0,0,0,0,0,8,80,0,0,0,0,0,0,0
MP1_0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MP1_0014,0,0,25,0,0,0,0,80,0,52,0,0,0,33,0
MP1_0015,0,0,0,0,44,0,0,80,18,0,49,0,80,80,0
MP1_0016,0,0,0,0,0,0,8,80,0,0,0,0,0,0,0
MP1_0017,0,0,0,0,0,0,8,80,0,0,0,0,0,0,0
MP1_0018,0,0,0,0,0,0,0,80,0,0,39,0,0,80,0
MP1_0019,0,0,0,0,57,0,0,80,18,0,49,0,80,0,0
MP1_0020,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0
MP1_0021,0,0,0,0,0,0,0,80,0,0,0,0,38,0,0
MP1_0022,0,0,0,0,0,0,0,80,0,14,0,0,0,80,0
MP1_0023,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0
MP1_0024,0,0,0,0,80,36,0,80,0,0,49,0,0,0,0
MP1_0025,0,0,0,0,0,4,8,80,0,0,10,0,0,0,0
