,A,E,F,H,I,K,L,M,N,T,V,W,X,Y,Z
LP1_0026,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0027,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0028,28,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0029,23,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0030,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
LP1_0031,23,0,0,0,25,0,80,0,0,0,0,0,0,0,0
LP1_0032,23,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0033,23,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0034,19,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0035,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0036,10,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0037,23,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0038,23,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0039,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0040,23,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0041,0,0,0,0,80,0,7,0,0,0,0,0,0,0,0
LP1_0042,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0043,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
LP1_0044,10,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0045,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0046,19,0,0,0,55,0,80,0,0,0,0,0,0,0,0
LP1_0047,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0048,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0049,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
MP1_0000,19,0,0,0,0,29,0,80,0,0,0,0,0,0,0
MP1_0001,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MP1_0002,0,0,0,6,0,0,0,80,0,1,0,0,0,80,0
MP1_0003,0,0,0,3,0,0,0,80,22,0,0,0,0,0,0
MP1_0004,0,13,0,10,0,80,7,80,0,0,0,0,0,0,0
MP1_0005,8,0,0,0,0,0,0,80,17,0,0,0,80,0,0
MP1_0006,0,0,0,3,0,0,0,80,0,0,80,0,0,0,0
MP1_0007,0,0,0,3,25,0,0,80,10,0,0,0,0,0,0
MP1_0008,0,0,0,6,0,0,0,59,0,0,49,0,0,66,0
MP1_0009,0,13,0,32,0,0,7,80,0,0,0,0,0,0,0
MP1_0010,56,0,0,28,25,12,0,80,17,0,8,0,80,0,0
MP1_0011,0,0,0,31,0,0,0,67,0,0,0,0,0,0,0
MP1_0012,0,0,0,0,0,0,7,80,0,0,0,0,0,0,0
MP1_0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MP1_0014,0,0,22,29,0,0,0,80,0,49,0,0,0,33,0
MP1_0015,0,0,0,6,43,0,0,80,17,0,49,0,80,80,0
MP1_0016,0,0,0,0,0,0,7,80,0,0,0,0,0,0,0
MP1_0017,0,0,0,0,0,0,7,80,0,0,0,0,0,0,0
MP1_0018,0,0,0,0,0,0,0,80,0,0,41,0,0,80,0
MP1_0019,0,0,0,3,55,0,0,80,17,0,49,0,80,0,0
MP1_0020,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0
MP1_0021,0,0,0,3,0,0,0,80,0,0,0,0,39,0,0
MP1_0022,0,0,0,0,0,0,0,80,0,13,0,0,0,80,0
MP1_0023,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0
MP1_0024,6,0,0,20,80,31,0,80,0,0,49,0,0,0,0
MP1_0025,0,0,0,6,0,12,7,80,0,0,8,0,0,0,0
