,A,E,F,H,I,K,L,M,N,T,V,W,X,Y,Z
AP1_0039,67,52,62,80,80,69,38,10,6,13,76,55,0,48,48
AP1_0040,67,24,33,10,54,63,17,6,0,0,61,19,33,24,74
AP1_0041,80,65,62,80,80,67,38,21,0,49,76,32,0,57,48
AP1_0042,61,10,33,24,54,44,0,18,0,0,61,5,33,24,13
AP1_0043,80,10,33,10,0,26,0,9,0,0,66,35,0,28,0
AP1_0044,65,30,47,80,80,37,21,6,0,0,29,35,0,28,8
AP1_0045,45,19,19,10,0,14,3,6,0,0,0,5,25,0,36
AP1_0046,80,19,19,0,0,32,17,6,0,0,0,55,0,28,48
AP1_0047,64,35,44,28,0,56,15,10,0,0,0,5,0,16,10
AP1_0048,40,40,29,80,36,34,80,10,80,0,0,32,47,0,48
AP1_0049,55,13,39,10,54,2,3,2,0,13,76,4,0,36,0
EP1_0000,62,70,65,80,80,40,40,14,5,80,10,47,0,29,48
EP1_0001,72,74,53,66,0,31,40,22,4,80,10,29,0,32,48
EP1_0002,58,72,61,80,36,45,43,30,10,80,10,51,47,61,48
EP1_0003,39,71,55,70,80,41,40,24,5,80,10,35,0,51,48
EP1_0004,51,76,55,80,0,37,40,19,5,80,10,26,0,20,48
EP1_0005,58,77,66,80,80,80,80,14,80,80,30,38,47,61,48
EP1_0006,73,71,59,80,54,39,40,43,4,76,54,31,0,53,48
EP1_0007,67,74,68,80,80,56,43,23,10,80,80,30,80,42,73
EP1_0008,52,76,56,80,80,78,43,37,5,80,10,30,0,54,48
EP1_0009,58,77,71,80,0,78,40,13,5,80,10,23,0,0,48
EP1_0010,66,72,61,80,80,26,40,31,5,80,10,80,0,57,48
EP1_0011,51,37,53,20,0,55,27,17,4,0,26,31,33,45,68
EP1_0012,67,71,67,80,80,17,80,28,80,80,10,35,47,56,48
EP1_0013,59,80,64,66,80,76,80,34,65,80,80,27,47,0,16
EP1_0014,66,79,62,80,80,69,80,12,80,80,19,30,80,0,73
EP1_0015,59,71,65,70,80,47,40,12,5,80,10,30,0,24,48
EP1_0016,72,77,79,80,80,78,40,24,5,80,80,47,0,50,33
EP1_0017,59,74,63,80,80,44,40,22,5,80,80,30,33,23,47
EP1_0018,79,71,53,80,80,19,40,26,5,80,10,49,0,28,48
EP1_0019,40,72,66,80,0,13,40,23,5,80,10,37,0,49,27
EP1_0020,59,43,36,70,80,42,40,18,5,0,0,47,0,28,48
EP1_0021,49,61,50,71,0,28,25,31,5,80,10,20,0,29,48
EP1_0022,59,72,67,80,80,15,40,29,5,80,10,42,0,66,47
EP1_0023,72,80,67,66,0,31,40,23,5,80,10,34,33,29,71
EP1_0024,56,76,56,80,54,35,40,40,5,80,77,30,0,76,48
EP1_0025,73,71,66,80,80,46,40,24,5,80,77,34,0,47,48
EP1_0026,67,75,55,80,80,37,80,27,80,80,17,72,47,33,48
EP1_0027,65,78,46,80,80,70,40,22,5,80,10,25,0,23,3
EP1_0028,79,80,79,80,0,69,43,26,10,80,80,41,33,61,73
EP1_0029,59,80,78,80,0,73,40,17,5,80,10,46,0,57,52
EP1_0030,46,77,58,10,54,67,40,24,4,53,80,16,0,29,48
EP1_0031,56,75,73,80,80,21,80,27,80,80,80,32,80,0,72
EP1_0032,79,72,74,80,0,76,80,34,71,80,10,67,32,77,48
EP1_0033,55,80,79,80,0,31,40,25,5,80,10,31,33,23,60
EP1_0034,45,32,21,10,0,22,17,5,0,80,10,0,0,0,48
EP1_0035,59,75,68,80,26,15,40,22,5,80,16,33,33,23,73
EP1_0036,45,58,60,24,0,46,15,22,0,80,10,0,0,38,25
EP1_0037,62,72,66,80,80,57,43,26,7,80,80,51,0,51,48
EP1_0038,60,72,62,80,44,47,40,33,5,80,80,42,0,0,35
EP1_0039,62,69,57,20,80,38,34,10,0,49,19,28,33,39,69
EP1_0040,69,77,74,80,0,73,40,29,5,80,10,47,0,29,48
EP1_0041,51,71,50,70,80,15,40,16,5,80,10,26,0,0,48
EP1_0042,75,76,66,80,0,47,40,28,5,80,10,51,0,50,48
EP1_0043,62,76,49,80,80,78,40,19,5,80,80,22,0,0,48
EP1_0044,67,73,73,80,80,22,80,21,80,80,80,69,33,57,69
EP1_0045,59,72,67,80,0,39,80,28,80,76,10,47,47,50,48
EP1_0046,46,65,48,80,36,19,41,13,10,80,10,27,15,23,0
EP1_0047,59,77,48,80,80,15,40,10,5,80,10,26,0,0,48
EP1_0048,75,71,66,70,0,47,40,31,5,80,10,51,0,51,48
EP1_0049,63,45,52,11,0,49,18,10,10,80,10,10,47,2,48
FP1_0000,72,59,66,80,26,31,23,39,5,80,10,47,0,56,0
FP1_0001,55,62,68,80,80,37,23,26,5,80,80,34,33,51,17
FP1_0002,48,30,49,75,0,11,23,19,5,0,0,20,0,23,0
FP1_0003,72,50,57,37,0,11,23,14,5,80,10,26,0,27,0
FP1_0004,61,53,66,80,0,15,23,30,5,80,10,47,0,27,0
FP1_0005,67,57,69,80,80,21,23,62,10,80,80,24,33,52,17
FP1_0006,72,52,61,80,80,21,18,20,0,31,72,22,33,56,13
FP1_0007,64,53,55,70,80,39,23,30,5,80,10,32,0,51,0
FP1_0008,59,54,79,80,80,34,23,25,5,80,80,46,33,50,9
FP1_0009,52,72,62,66,0,26,40,29,5,80,10,21,0,29,47
FP1_0010,52,60,72,20,18,31,23,28,5,80,80,19,33,29,17
FP1_0011,11,58,56,70,0,48,23,36,5,80,74,26,0,52,0
FP1_0012,2,28,52,0,0,12,7,10,5,80,10,0,0,0,0
FP1_0013,49,50,55,37,0,34,17,19,5,80,10,4,0,23,0
FP1_0014,72,52,73,80,26,35,23,26,5,80,10,31,0,29,0
FP1_0015,41,57,66,80,36,15,23,20,5,80,10,28,0,23,8
FP1_0016,72,54,66,80,26,19,23,14,5,80,10,45,0,0,0
FP1_0017,45,58,67,75,0,31,23,30,5,80,10,42,0,52,0
FP1_0018,25,53,48,80,80,13,23,11,5,80,10,26,0,0,0
FP1_0019,59,56,79,70,26,19,23,25,5,80,10,38,33,26,17
FP1_0020,72,59,80,80,80,46,23,42,5,80,10,34,33,52,15
FP1_0021,72,53,55,80,26,19,23,20,5,80,10,20,0,23,0
FP1_0022,33,57,38,80,80,31,26,11,10,80,10,26,0,23,0
FP1_0023,59,53,67,80,0,11,23,28,5,80,10,47,0,51,0
FP1_0024,33,58,53,70,80,39,23,37,5,80,80,32,0,80,0
FP1_0025,31,58,47,36,0,64,23,10,5,80,10,26,0,0,0
FP1_0026,72,54,65,70,26,19,23,22,5,80,10,28,0,2,0
FP1_0027,40,63,53,80,0,38,26,11,5,78,10,20,0,0,0
FP1_0028,68,44,62,10,80,12,10,16,5,53,80,40,33,28,17
FP1_0029,63,59,61,66,0,42,23,38,5,80,10,44,0,80,0
FP1_0030,39,61,68,80,0,35,23,36,5,80,36,19,25,33,17
FP1_0031,72,59,67,80,26,35,23,30,5,80,10,47,0,23,0
FP1_0032,72,54,67,80,36,15,23,29,5,80,27,47,0,61,0
FP1_0033,62,53,55,80,80,30,23,22,5,80,10,24,0,47,0
FP1_0034,80,53,54,80,26,21,23,15,5,80,10,58,0,0,0
FP1_0035,45,57,79,70,80,29,23,22,5,80,80,32,33,51,17
FP1_0036,49,29,52,19,0,23,18,18,5,18,10,9,0,23,0
FP1_0037,72,53,49,80,80,37,23,10,5,80,10,20,0,0,0
FP1_0038,32,56,68,70,80,31,23,12,5,80,80,22,33,0,17
FP1_0039,40,53,56,66,0,21,23,29,5,80,10,29,0,50,0
FP1_0040,32,61,80,70,0,31,23,30,5,80,10,45,0,23,0
FP1_0041,18,53,65,70,80,17,23,25,5,80,19,29,33,44,17
FP1_0042,49,52,49,80,80,29,23,26,5,80,10,28,0,39,0
FP1_0043,64,57,66,80,80,46,23,24,5,49,10,35,0,67,0
FP1_0044,32,54,69,70,80,45,23,20,5,80,10,47,0,32,0
FP1_0045,59,59,79,80,26,19,23,17,5,80,10,47,0,9,0
FP1_0046,59,54,61,80,80,23,23,35,5,80,27,47,0,56,0
FP1_0047,41,58,56,80,80,33,23,14,5,80,10,20,0,21,0
FP1_0048,49,64,77,80,0,37,23,20,10,80,10,14,0,21,0
FP1_0049,65,59,66,80,0,32,23,40,5,80,10,47,0,27,0
HP1_0000,59,56,67,80,80,16,23,12,5,80,80,26,33,9,17
HP1_0001,62,35,55,80,80,45,26,41,7,0,70,34,0,77,3
HP1_0002,44,58,43,80,80,50,23,33,10,80,16,43,0,57,0
HP1_0003,33,43,23,80,80,21,40,10,5,0,70,24,0,0,48
HP1_0004,32,30,38,80,80,28,26,31,10,27,70,26,80,9,13
HP1_0005,60,45,38,80,80,51,43,23,5,0,70,34,0,51,48
HP1_0006,73,73,73,80,80,74,26,19,5,80,77,29,0,40,39
HP1_0007,70,26,38,80,80,45,23,22,5,0,0,47,0,51,0
HP1_0008,67,56,60,80,80,13,26,13,5,53,80,20,33,0,15
HP1_0009,49,17,20,19,80,18,21,9,10,0,67,23,16,0,0
HP1_0010,62,28,32,80,80,11,23,6,5,0,70,26,0,0,0
HP1_0011,75,54,73,80,80,63,23,37,5,80,22,44,0,56,0
HP1_0012,45,49,34,80,80,11,26,8,10,80,80,26,15,0,1
HP1_0013,62,31,30,80,80,47,26,6,10,0,0,51,32,28,0
HP1_0014,80,31,47,80,80,43,26,18,10,0,70,49,16,28,0
HP1_0015,36,14,14,79,80,34,8,11,5,0,70,15,47,28,0
HP1_0016,44,22,37,80,80,13,26,15,5,0,67,34,0,51,0
HP1_0017,62,43,29,80,54,48,40,22,5,0,67,30,0,47,48
HP1_0018,75,44,49,80,80,43,40,54,5,0,70,46,0,80,28
HP1_0019,66,34,42,80,80,13,26,26,10,0,70,26,48,29,13
HP1_0020,49,23,27,80,80,13,26,12,10,0,0,28,47,0,0
HP1_0021,80,31,38,80,80,76,26,40,10,0,70,36,47,57,0
HP1_0022,75,39,39,80,80,52,23,12,5,0,70,47,0,28,0
HP1_0023,33,48,37,80,80,13,40,12,5,18,70,26,0,28,48
HP1_0024,48,57,45,80,80,51,40,14,5,49,80,41,0,47,48
HP1_0025,47,30,20,80,80,51,23,10,5,0,70,26,0,0,0
HP1_0026,62,37,34,64,80,67,25,39,5,0,70,7,0,0,25
HP1_0027,73,36,78,80,80,49,26,37,5,0,70,51,0,57,0
HP1_0028,67,34,33,80,80,78,26,28,10,0,70,26,33,0,13
HP1_0029,43,29,25,80,80,45,26,10,10,0,66,34,47,28,0
HP1_0030,62,34,42,80,80,19,23,12,5,0,70,41,33,28,5
HP1_0031,75,30,39,80,80,46,23,25,5,0,0,25,0,0,0
HP1_0032,62,59,55,80,80,76,26,28,10,80,80,34,15,57,0
HP1_0033,39,72,72,80,80,13,40,33,7,76,76,46,0,51,0
HP1_0034,30,44,20,80,0,32,43,12,5,0,6,24,0,0,48
HP1_0035,75,58,55,80,0,34,23,16,5,80,10,31,0,17,0
HP1_0036,51,31,20,80,80,19,26,8,10,0,70,32,47,0,0
HP1_0037,55,58,65,80,80,43,23,24,5,80,8,33,0,40,0
HP1_0038,5,59,53,80,0,28,23,20,5,80,80,26,33,0,13
HP1_0039,74,30,37,80,26,31,23,20,5,0,0,20,0,21,0
HP1_0040,67,48,50,80,80,31,80,44,80,0,70,37,47,57,48
HP1_0041,75,44,39,80,80,45,40,12,5,0,0,33,0,0,46
HP1_0042,70,49,57,80,80,64,26,55,7,0,70,43,0,55,48
HP1_0043,59,30,24,80,80,11,23,8,5,0,0,26,0,0,0
HP1_0044,7,39,34,80,36,55,26,8,10,38,0,20,0,1,0
HP1_0045,62,67,55,80,62,53,40,20,5,13,23,28,0,51,48
HP1_0046,77,31,32,80,80,37,26,10,6,0,47,41,0,28,0
HP1_0047,67,35,52,80,80,19,23,28,5,0,70,54,0,51,0
HP1_0048,67,30,40,80,80,45,23,8,10,0,70,23,0,28,0
HP1_0049,34,29,40,75,80,15,23,18,5,0,50,20,0,23,0
IP1_0000,14,7,13,64,80,7,18,0,0,0,70,4,33,0,13
IP1_0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0003,9,11,12,70,80,11,21,0,10,0,22,5,0,0,0
IP1_0004,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0005,6,13,9,70,80,13,19,0,5,0,6,42,1,28,0
IP1_0006,1,0,0,0,80,0,0,0,0,0,70,0,0,0,0
IP1_0007,3,0,0,33,80,2,3,0,5,0,18,7,0,0,0
IP1_0008,9,0,0,0,80,0,0,7,0,0,70,0,0,0,0
IP1_0009,17,25,33,70,80,13,23,8,10,0,35,31,0,28,0
IP1_0010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0011,32,25,21,70,80,13,23,8,5,0,0,26,0,0,0
IP1_0012,24,25,33,70,80,13,23,11,5,0,70,31,0,28,0
IP1_0013,2,0,0,0,80,0,0,0,0,0,70,0,0,0,0
IP1_0014,0,0,13,0,80,0,0,2,0,0,70,0,33,0,13
IP1_0015,6,7,3,60,80,5,16,0,0,0,70,15,0,28,0
IP1_0016,3,0,0,16,80,2,3,1,5,0,35,9,0,28,0
IP1_0017,3,7,9,70,80,7,11,0,5,0,12,18,0,0,0
IP1_0018,3,16,9,70,80,9,23,3,5,0,70,18,0,0,0
IP1_0019,26,20,22,70,80,13,21,1,9,0,70,2,0,0,0
IP1_0020,14,21,31,70,80,11,23,12,5,0,70,24,0,28,0
IP1_0021,17,20,21,70,80,13,21,0,10,0,70,2,0,0,0
IP1_0022,14,7,13,64,80,8,18,0,0,0,70,0,33,0,11
IP1_0023,0,0,13,0,0,0,0,0,0,0,70,0,33,0,13
IP1_0024,6,3,0,47,80,5,9,0,0,0,70,25,0,28,0
IP1_0025,16,34,22,70,80,13,38,0,10,0,70,8,0,0,3
IP1_0026,28,0,13,0,80,0,0,2,0,0,70,4,33,0,13
IP1_0027,6,9,0,70,80,5,14,1,5,0,12,32,0,28,0
IP1_0028,17,7,13,60,80,1,0,0,0,0,70,0,0,0,10
IP1_0029,3,0,0,0,54,2,3,0,0,0,67,1,0,25,0
IP1_0030,9,25,4,70,80,9,26,6,5,0,0,33,15,28,0
IP1_0031,6,9,0,56,80,5,14,0,5,0,70,8,0,0,0
IP1_0032,0,20,8,60,80,13,33,0,10,0,0,7,0,0,3
IP1_0033,0,7,8,69,80,13,18,5,10,0,0,11,0,0,0
IP1_0034,32,25,20,70,80,12,23,8,5,0,0,20,0,0,0
IP1_0035,6,0,0,50,80,2,14,0,0,0,70,4,0,0,0
IP1_0036,6,0,1,42,80,2,8,7,0,0,70,0,0,0,0
IP1_0037,14,28,44,70,80,17,18,5,5,18,80,8,0,2,8
IP1_0038,16,25,10,70,80,13,26,0,10,0,0,26,15,0,0
IP1_0039,32,15,24,70,80,13,18,0,4,0,70,6,3,0,10
IP1_0040,32,25,31,70,80,33,18,5,5,0,70,8,0,0,8
IP1_0041,0,0,0,0,80,0,0,0,0,0,6,0,0,0,0
IP1_0042,14,0,13,0,80,0,0,0,0,0,70,4,8,0,3
IP1_0043,3,3,0,47,80,5,6,0,0,0,70,8,0,0,0
IP1_0044,3,3,7,56,80,11,23,0,5,0,0,26,0,0,0
IP1_0045,32,25,21,70,80,19,23,17,5,0,0,26,0,0,0
IP1_0046,29,7,13,60,80,0,13,1,0,0,70,12,33,28,13
IP1_0047,32,20,31,70,80,14,18,5,5,0,70,8,0,0,8
IP1_0048,26,24,23,70,80,13,26,0,10,0,70,11,0,0,0
IP1_0049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KP1_0000,54,55,47,70,80,74,23,11,5,80,80,24,0,23,8
KP1_0001,2,33,14,10,0,78,16,14,5,18,70,27,0,0,0
KP1_0002,32,49,37,80,0,74,40,15,5,0,26,39,25,0,68
KP1_0003,20,15,32,34,80,76,21,15,5,49,80,31,0,63,0
KP1_0004,24,39,30,70,80,37,23,15,5,49,10,20,0,0,0
KP1_0005,55,52,52,70,80,73,26,17,10,53,80,57,32,54,0
KP1_0006,72,43,31,65,0,74,37,28,5,0,0,31,0,40,0
KP1_0007,45,25,45,65,0,74,23,13,5,0,0,40,0,48,8
KP1_0008,42,41,40,70,0,78,40,18,5,0,26,6,0,23,56
KP1_0009,62,59,50,80,80,74,23,14,5,80,80,34,0,4,0
KP1_0010,72,35,42,80,62,78,23,25,5,0,47,39,33,4,13
KP1_0011,32,30,33,70,80,67,23,14,5,0,70,35,33,28,13
KP1_0012,10,47,37,79,0,76,23,27,5,80,10,40,0,57,0
KP1_0013,71,26,31,70,80,80,26,20,10,0,0,60,47,30,0
KP1_0014,32,67,50,70,26,63,26,31,5,80,30,39,0,32,0
KP1_0015,33,51,51,28,80,74,26,24,5,18,70,44,0,46,0
KP1_0016,48,35,52,70,80,78,26,29,5,0,70,54,0,51,0
KP1_0017,75,68,54,70,80,69,26,12,5,80,80,39,33,28,71
KP1_0018,59,44,40,70,26,78,40,37,5,0,64,24,33,79,69
KP1_0019,27,47,31,80,0,69,80,9,80,0,0,20,47,0,48
KP1_0020,58,37,33,70,80,76,26,20,10,80,10,30,47,57,0
KP1_0021,37,34,41,70,80,74,23,39,5,0,70,32,0,48,0
KP1_0022,33,59,56,70,80,76,26,34,10,80,80,38,0,73,0
KP1_0023,72,45,45,70,0,74,26,28,5,0,20,48,0,57,3
KP1_0024,8,24,31,1,0,78,13,9,5,0,0,10,0,0,0
KP1_0025,59,36,52,80,26,68,23,15,5,0,9,45,33,0,13
KP1_0026,34,27,20,23,0,70,20,10,10,0,0,1,47,0,0
KP1_0027,49,44,20,70,36,80,80,16,80,0,0,24,47,0,48
KP1_0028,62,63,51,70,80,74,23,18,5,80,80,30,0,0,0
KP1_0029,59,56,53,70,80,76,23,6,10,80,80,35,32,0,17
KP1_0030,40,46,48,80,80,80,43,30,10,0,70,60,15,57,28
KP1_0031,62,39,39,61,0,74,21,7,0,0,0,23,0,0,3
KP1_0032,45,20,14,79,0,69,5,11,5,0,0,13,0,14,0
KP1_0033,34,30,20,70,0,78,23,10,5,0,0,33,0,28,0
KP1_0034,59,26,11,70,80,65,18,1,5,0,70,14,8,0,3
KP1_0035,72,48,58,80,80,60,25,35,5,0,70,36,33,26,15
KP1_0036,24,52,38,56,80,74,23,25,5,49,72,37,0,57,0
KP1_0037,32,35,34,70,80,78,23,9,5,0,0,31,0,0,0
KP1_0038,26,25,24,61,0,71,23,8,5,0,0,20,0,0,0
KP1_0039,30,49,38,70,80,80,26,32,10,18,0,51,0,57,0
KP1_0040,25,35,42,80,80,20,26,17,10,80,10,30,47,80,0
KP1_0041,27,64,39,70,26,78,43,20,5,51,10,45,0,54,48
KP1_0042,24,36,75,61,80,67,23,13,5,80,80,44,24,51,15
KP1_0043,59,44,33,70,0,72,40,13,5,0,0,42,33,0,67
KP1_0044,56,44,31,70,0,80,26,21,5,0,0,24,0,0,37
KP1_0045,27,43,37,80,0,73,80,8,80,0,0,20,47,0,48
KP1_0046,7,35,43,80,54,19,26,35,10,80,10,24,32,76,0
KP1_0047,32,48,52,70,62,78,26,12,5,0,0,38,0,20,0
KP1_0048,50,14,4,0,0,67,0,9,0,0,0,12,0,0,0
KP1_0049,51,44,20,70,80,75,40,17,5,0,0,24,0,0,48
LP1_0000,31,39,20,70,36,23,80,8,80,0,0,26,47,0,48
LP1_0001,4,39,20,70,0,49,80,18,80,0,0,24,47,0,48
LP1_0002,17,39,20,70,26,52,40,8,5,0,0,20,0,0,48
LP1_0003,24,39,20,70,80,12,80,8,80,0,0,20,47,0,48
LP1_0004,32,39,23,70,80,37,40,8,5,0,12,18,0,0,48
LP1_0005,51,39,20,70,36,19,40,8,5,0,0,26,0,0,48
LP1_0006,27,42,20,20,0,27,40,14,5,0,0,23,0,0,43
LP1_0007,41,39,20,70,80,51,80,8,80,0,0,26,47,0,48
LP1_0008,0,39,20,70,0,11,40,8,5,0,0,20,0,0,48
LP1_0009,32,28,35,70,62,13,35,4,0,0,6,22,0,21,3
LP1_0010,39,39,20,70,80,13,80,8,80,0,0,26,47,0,48
LP1_0011,39,29,29,70,62,34,28,16,50,0,0,27,47,11,3
LP1_0012,31,39,20,70,80,45,80,9,80,0,0,22,47,0,48
LP1_0013,17,39,20,70,0,21,80,8,80,0,0,20,16,0,47
LP1_0014,51,39,20,56,0,38,40,8,5,0,0,26,0,0,48
LP1_0015,4,39,20,70,0,11,80,8,80,0,0,20,47,0,48
LP1_0016,39,39,20,70,80,14,80,8,80,0,0,26,47,0,48
LP1_0017,31,39,20,70,80,13,43,8,10,0,0,20,16,0,48
LP1_0018,67,39,21,70,0,37,80,8,80,0,0,26,47,0,48
LP1_0019,57,39,20,70,26,39,80,12,80,0,0,61,47,0,48
LP1_0020,79,40,31,70,80,21,80,12,80,0,0,43,47,28,48
LP1_0021,36,39,20,70,80,13,80,8,80,0,0,26,47,0,48
LP1_0022,14,67,47,70,26,11,40,18,5,80,10,20,0,23,48
LP1_0023,4,36,20,70,0,49,80,5,80,0,0,4,47,0,48
LP1_0024,0,39,20,70,0,12,40,8,5,0,0,20,0,0,48
LP1_0025,0,39,20,70,0,47,80,8,80,0,0,20,47,0,48
LP1_0026,4,34,20,23,0,21,60,8,80,0,0,0,47,0,48
LP1_0027,0,39,20,56,0,22,80,14,80,0,0,20,47,0,48
LP1_0028,40,39,21,70,80,76,80,14,80,0,12,18,47,0,48
LP1_0029,41,39,20,70,80,30,80,8,80,0,0,26,47,0,47
LP1_0030,34,34,42,70,26,20,35,4,4,0,9,25,0,3,48
LP1_0031,49,39,21,70,26,42,80,16,80,0,0,22,47,6,48
LP1_0032,14,39,20,70,80,13,80,8,80,0,0,20,47,0,48
LP1_0033,50,39,20,70,80,43,80,8,80,0,0,19,47,0,48
LP1_0034,53,42,20,70,80,26,66,19,80,0,0,4,21,0,46
LP1_0035,4,39,20,70,80,13,80,8,80,0,0,20,47,0,48
LP1_0036,24,39,21,70,80,11,80,14,80,0,0,33,0,0,0
LP1_0037,21,39,20,70,80,13,80,8,80,0,0,20,47,0,48
LP1_0038,58,41,20,70,80,26,80,16,80,0,0,31,47,0,3
LP1_0039,14,39,20,70,80,13,80,8,80,0,0,20,47,0,48
LP1_0040,39,39,20,70,80,15,80,8,80,0,0,20,21,0,47
LP1_0041,24,39,20,70,80,34,40,14,5,0,0,20,0,0,48
LP1_0042,0,39,20,70,0,13,80,8,80,0,0,20,47,0,48
LP1_0043,25,39,20,70,0,19,40,8,5,0,0,20,0,0,46
LP1_0044,39,39,20,70,80,13,80,8,80,0,0,26,16,0,38
LP1_0045,4,39,20,70,0,23,80,8,80,0,0,20,47,0,48
LP1_0046,40,39,20,65,54,80,80,8,80,0,0,7,47,0,48
LP1_0047,0,39,20,70,0,13,80,8,80,0,0,20,21,0,47
LP1_0048,4,39,20,70,0,13,80,8,80,0,0,20,47,0,48
LP1_0049,13,39,20,70,0,17,80,8,80,0,0,20,47,0,48
MP1_0000,23,10,38,11,0,46,7,67,5,0,20,10,33,52,13
MP1_0001,40,0,14,0,0,33,0,43,0,0,0,4,33,29,13
MP1_0002,43,50,59,70,0,13,26,58,10,80,80,51,47,80,0
MP1_0003,2,49,47,70,0,42,26,62,10,80,27,24,47,52,0
MP1_0004,10,72,45,47,0,67,40,62,5,80,10,21,0,52,48
MP1_0005,64,31,51,70,0,35,26,69,10,0,17,43,80,52,13
MP1_0006,0,19,30,65,0,31,11,52,5,62,80,18,0,52,5
MP1_0007,7,25,27,70,26,13,26,51,10,0,17,20,47,50,0
MP1_0008,13,31,51,70,0,39,23,62,5,0,70,47,33,77,13
MP1_0009,4,56,44,53,0,15,40,54,5,80,54,20,0,52,48
MP1_0010,53,29,48,66,26,23,26,59,10,0,26,20,80,54,13
MP1_0011,72,30,46,80,0,21,23,52,5,0,17,34,0,52,0
MP1_0012,72,46,45,56,0,26,40,61,5,0,17,47,0,52,48
MP1_0013,4,9,20,0,0,0,0,45,0,80,27,0,0,52,0
MP1_0014,63,72,67,80,0,78,40,64,5,80,28,51,0,73,3
MP1_0015,59,27,65,70,36,27,26,65,10,0,70,50,72,80,13
MP1_0016,4,48,53,37,0,58,20,59,5,76,10,4,33,52,73
MP1_0017,32,30,39,0,0,12,15,69,5,0,70,0,33,52,76
MP1_0018,4,49,47,70,0,19,23,62,5,80,80,28,0,80,0
MP1_0019,42,31,51,70,54,37,26,69,10,0,70,45,80,52,13
MP1_0020,0,28,40,70,0,11,23,42,5,0,47,20,0,52,0
MP1_0021,4,34,39,70,0,32,42,59,10,0,0,20,64,52,76
MP1_0022,57,21,40,9,0,35,11,64,5,80,10,44,0,80,0
MP1_0023,30,21,35,10,0,50,6,51,0,80,27,23,0,52,22
MP1_0024,20,34,44,80,80,39,23,67,5,0,70,21,33,52,13
MP1_0025,7,39,40,70,0,44,40,67,5,0,9,24,33,52,76
