,A,E,F,H,I,K,L,M,N,T,V,W,X,Y,Z
EP1_0010,42,51,39,51,80,12,0,0,0,67,0,34,0,36,0
EP1_0011,28,4,3,11,0,29,0,0,0,0,0,0,7,23,0
EP1_0012,30,40,25,56,80,8,80,0,0,67,0,0,20,22,0
EP1_0013,27,52,30,36,80,56,69,0,0,72,80,0,20,5,39
EP1_0014,31,53,38,42,80,31,80,0,0,67,46,0,59,0,39
EP1_0015,26,45,31,21,80,26,0,0,0,67,0,0,0,11,0
EP1_0016,30,39,35,63,80,35,0,0,0,78,34,7,0,23,0
EP1_0017,26,45,61,66,80,30,0,0,0,80,80,0,7,5,0
EP1_0018,35,44,40,71,80,14,0,0,0,67,0,7,0,11,0
EP1_0019,20,29,34,48,0,5,0,0,0,50,0,7,0,11,0
EP1_0020,26,9,1,27,80,22,0,0,0,15,0,7,0,11,0
EP1_0021,21,28,45,44,0,11,0,0,0,47,0,0,0,0,0
EP1_0022,27,46,33,51,80,9,0,0,0,67,0,0,0,36,0
EP1_0023,31,39,33,42,0,13,0,0,0,47,0,0,7,0,0
EP1_0024,26,49,49,47,56,15,0,2,0,65,0,0,0,15,0
EP1_0025,32,39,38,59,80,21,0,0,0,68,0,3,0,23,0
EP1_0026,67,20,11,65,80,14,80,0,0,67,0,4,20,18,0
EP1_0027,28,36,47,66,80,34,0,0,0,67,0,0,0,0,0
EP1_0028,67,48,45,61,0,33,0,0,0,51,80,0,7,26,0
EP1_0029,26,37,59,53,0,47,0,0,0,47,0,0,0,11,0
EP1_0030,29,47,49,9,56,34,0,0,0,43,0,0,0,5,0
EP1_0031,31,54,44,43,80,11,80,0,0,80,80,0,59,0,39
EP1_0032,35,44,22,57,0,30,69,2,0,50,0,2,15,36,0
EP1_0033,26,36,42,49,0,13,0,0,0,47,0,4,7,0,0
EP1_0034,24,3,4,4,0,8,0,0,0,47,0,0,0,0,0
EP1_0035,25,44,45,47,24,6,0,0,0,59,46,2,7,0,0
EP1_0036,24,27,22,10,0,14,0,0,0,47,0,0,0,0,0
EP1_0037,30,51,58,70,80,31,0,0,0,68,0,7,0,23,0
EP1_0038,31,33,38,66,37,11,0,0,0,66,0,5,0,0,0
EP1_0039,29,32,19,19,80,15,0,0,0,34,46,0,7,11,0
EP1_0040,28,53,33,64,0,36,0,0,0,50,0,3,0,0,0
EP1_0041,25,36,31,22,80,9,0,0,0,67,0,0,0,0,0
EP1_0042,32,41,30,66,0,11,0,0,0,50,0,7,0,11,0
EP1_0043,29,37,50,69,80,48,0,0,0,68,0,0,0,0,0
EP1_0044,69,50,42,56,80,17,80,0,0,67,80,6,7,36,0
EP1_0045,26,40,58,63,0,16,80,0,0,49,0,7,20,23,0
EP1_0046,24,22,18,51,43,8,0,0,0,64,0,0,10,0,0
EP1_0047,26,34,31,55,80,5,0,0,0,79,0,0,0,0,0
EP1_0048,33,43,55,35,0,22,0,0,0,49,0,7,0,23,0
EP1_0049,30,36,19,13,0,21,0,0,0,47,0,0,20,0,0
FP1_0000,28,14,40,53,24,11,0,0,0,65,0,7,0,0,0
FP1_0001,25,20,59,61,80,18,0,0,0,78,80,4,7,23,0
FP1_0002,26,4,13,38,0,5,0,0,0,0,0,0,0,0,0
FP1_0003,28,4,20,22,0,5,0,0,0,47,0,0,0,11,0
FP1_0004,23,13,58,50,0,5,0,0,0,47,0,7,0,4,0
FP1_0005,33,28,56,58,80,11,0,7,0,80,80,0,7,9,0
FP1_0006,30,11,26,51,80,7,0,0,0,43,0,0,7,36,0
FP1_0007,27,14,53,39,80,16,0,0,0,78,0,3,0,23,0
FP1_0008,22,15,57,43,80,16,0,0,0,68,34,6,7,11,0
FP1_0009,26,38,33,41,0,12,0,0,0,50,0,0,0,0,0
FP1_0010,25,26,38,18,13,11,0,0,0,45,80,0,7,0,0
FP1_0011,6,21,67,34,0,10,0,2,0,51,34,0,0,4,0
FP1_0012,4,5,39,1,0,3,0,0,0,47,0,0,0,0,0
FP1_0013,19,13,44,23,0,11,0,0,0,46,0,0,0,0,0
FP1_0014,28,15,47,48,24,16,0,0,0,49,0,3,0,0,0
FP1_0015,22,17,57,57,43,5,0,0,0,50,0,0,0,0,0
FP1_0016,29,12,35,43,24,10,0,0,0,47,0,7,0,0,0
FP1_0017,16,10,36,48,0,12,0,0,0,47,0,7,0,0,0
FP1_0018,15,13,31,45,80,3,0,0,0,67,0,0,0,0,0
FP1_0019,24,19,64,30,24,15,0,0,0,67,0,6,7,0,0
FP1_0020,28,21,67,51,80,18,0,2,0,67,0,0,7,4,0
FP1_0021,31,13,56,41,24,14,0,0,0,47,0,0,0,0,0
FP1_0022,13,13,18,50,80,10,0,0,0,67,0,0,5,0,0
FP1_0023,25,14,62,60,0,5,0,0,0,49,0,7,0,19,0
FP1_0024,16,22,41,29,80,16,0,0,0,68,34,0,0,52,0
FP1_0025,17,13,43,15,0,26,0,0,0,47,0,0,0,0,0
FP1_0026,27,15,52,47,24,14,0,0,0,59,0,1,0,0,0
FP1_0027,22,11,16,40,0,14,0,0,0,38,0,0,0,0,0
FP1_0028,28,3,23,5,80,6,0,0,0,50,80,0,7,11,0
FP1_0029,23,16,28,61,0,18,0,0,0,51,0,5,0,52,0
FP1_0030,15,28,42,46,0,13,0,0,0,53,46,2,5,0,0
FP1_0031,28,14,63,52,24,12,0,0,0,65,0,7,0,5,0
FP1_0032,31,23,57,71,43,5,0,0,0,50,0,7,0,36,0
FP1_0033,29,14,56,59,80,13,0,0,0,67,0,0,0,11,0
FP1_0034,36,15,31,59,24,14,0,0,0,64,0,28,0,0,0
FP1_0035,16,20,59,41,80,17,0,0,0,78,80,6,7,23,0
FP1_0036,22,6,44,13,0,7,0,0,0,16,0,0,0,0,0
FP1_0037,30,14,52,69,80,15,0,0,0,67,0,0,0,0,0
FP1_0038,12,15,38,30,80,13,0,0,0,79,80,0,7,5,0
FP1_0039,22,9,40,58,0,11,0,0,0,50,0,1,0,0,0
FP1_0040,12,14,67,39,0,13,0,0,0,47,0,7,0,0,0
FP1_0041,5,11,61,19,80,7,0,0,0,62,46,4,7,15,0
FP1_0042,17,22,36,63,80,16,0,0,0,79,0,0,0,26,0
FP1_0043,28,13,40,67,80,18,0,0,0,51,0,7,0,11,0
FP1_0044,12,12,35,31,80,16,0,0,0,79,0,7,0,11,0
FP1_0045,24,11,53,43,24,14,0,0,0,59,0,7,0,0,0
FP1_0046,26,23,57,72,80,14,0,0,0,67,0,7,0,36,0
FP1_0047,20,13,31,49,80,10,0,0,0,67,0,0,0,0,0
FP1_0048,24,13,32,54,0,11,0,0,0,50,0,0,0,0,0
FP1_0049,29,14,58,57,0,13,0,0,0,50,0,7,0,0,0
HP1_0000,26,15,34,57,80,11,0,0,0,68,80,0,7,0,0
HP1_0001,26,4,2,69,80,15,0,0,0,34,34,4,0,36,0
HP1_0002,16,9,19,37,80,16,0,0,0,68,0,0,0,36,0
HP1_0003,23,6,0,54,80,7,0,0,0,15,0,0,0,0,0
HP1_0004,8,1,0,60,80,7,0,0,0,53,34,0,36,0,0
HP1_0005,27,6,2,65,80,26,0,0,0,15,0,0,0,23,0
HP1_0006,43,16,31,64,80,74,0,0,0,67,0,0,0,26,0
HP1_0007,22,2,0,54,80,16,0,0,0,15,0,7,0,11,0
HP1_0008,31,15,34,56,80,7,0,0,0,38,0,0,7,0,0
HP1_0009,23,3,0,23,80,2,0,0,0,27,34,0,11,0,0
HP1_0010,30,3,4,56,80,1,0,0,0,15,0,0,0,0,0
HP1_0011,33,10,34,60,80,29,0,0,0,67,0,11,0,36,0
HP1_0012,20,5,19,55,80,2,0,0,0,68,0,0,6,0,0
HP1_0013,45,4,1,75,80,15,0,0,0,15,0,7,15,11,0
HP1_0014,43,4,4,69,80,12,0,0,0,27,34,7,11,11,0
HP1_0015,22,1,1,50,80,8,0,0,0,27,34,0,20,11,0
HP1_0016,24,3,5,59,80,2,0,0,0,15,0,0,0,11,0
HP1_0017,27,6,1,68,56,22,0,0,0,15,0,0,0,18,0
HP1_0018,34,4,5,65,80,22,0,0,0,15,0,3,0,15,0
HP1_0019,27,3,1,59,80,7,0,0,0,29,34,0,26,0,0
HP1_0020,27,3,1,58,80,2,0,0,0,15,0,0,20,0,0
HP1_0021,52,5,1,61,80,65,0,0,0,27,34,1,20,32,0
HP1_0022,33,5,1,70,80,27,0,0,0,27,0,7,0,11,0
HP1_0023,24,6,1,54,80,5,0,0,0,22,0,0,0,11,0
HP1_0024,25,7,2,60,80,18,0,0,0,39,0,0,0,20,0
HP1_0025,13,3,0,72,80,16,0,0,0,15,0,0,0,0,0
HP1_0026,30,1,0,48,80,30,0,0,0,15,0,0,0,0,0
HP1_0027,30,7,23,67,80,12,0,0,0,15,0,7,0,11,0
HP1_0028,32,5,0,66,80,40,0,0,0,27,34,0,7,0,0
HP1_0029,26,3,0,66,80,21,0,0,0,27,34,2,20,11,0
HP1_0030,28,3,1,64,80,10,0,0,0,15,0,0,7,11,0
HP1_0031,33,4,1,74,80,19,0,0,0,15,0,4,0,0,0
HP1_0032,45,16,22,61,80,42,0,0,0,68,0,0,10,41,0
HP1_0033,20,28,24,54,80,4,0,0,0,64,0,0,0,23,0
HP1_0034,22,5,0,49,0,12,0,0,0,2,0,0,0,0,0
HP1_0035,32,13,33,59,0,11,0,0,0,47,0,3,0,0,0
HP1_0036,19,3,0,68,80,8,0,0,0,28,34,3,20,0,0
HP1_0037,31,5,26,64,80,11,0,0,0,66,0,7,0,11,0
HP1_0038,5,9,28,59,0,11,0,0,0,51,34,0,7,0,0
HP1_0039,33,3,8,46,24,12,0,0,0,13,0,0,0,0,0
HP1_0040,33,6,1,58,80,9,80,0,0,15,34,0,20,11,0
HP1_0041,34,3,1,45,80,23,0,0,0,15,0,0,0,0,0
HP1_0042,71,4,4,59,80,35,0,0,0,15,0,7,0,22,0
HP1_0043,26,3,0,55,80,5,0,0,0,15,0,0,0,0,0
HP1_0044,7,3,0,73,43,12,0,0,0,15,0,0,0,0,0
HP1_0045,29,11,27,49,67,25,0,0,0,28,0,0,0,23,0
HP1_0046,37,3,1,55,80,10,0,0,0,15,0,3,0,11,0
HP1_0047,29,4,2,68,80,10,0,0,0,15,0,29,0,11,0
HP1_0048,31,3,0,57,80,10,0,0,0,15,0,1,0,11,0
HP1_0049,20,3,1,53,80,5,0,0,0,15,0,0,0,0,0
IP1_0000,2,0,0,16,80,0,0,0,0,15,0,0,6,0,0
IP1_0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0003,2,0,0,17,80,3,0,0,0,15,0,0,0,0,0
IP1_0004,0,0,0,0,80,0,0,0,0,0,0,0,5,0,0
IP1_0005,4,0,0,21,80,3,0,0,0,15,0,0,6,11,0
IP1_0006,1,0,0,0,80,0,0,0,0,15,0,0,0,0,0
IP1_0007,3,0,0,6,80,0,0,0,0,15,0,0,0,0,0
IP1_0008,7,0,0,2,80,0,0,0,0,15,0,0,0,0,0
IP1_0009,6,0,0,21,80,3,0,0,0,15,0,0,0,11,0
IP1_0010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0011,8,0,0,21,80,5,0,0,0,15,0,0,0,0,0
IP1_0012,6,0,0,21,80,3,0,0,0,15,0,0,0,11,0
IP1_0013,1,0,0,2,80,0,0,0,0,15,0,0,0,0,0
IP1_0014,0,0,0,0,80,0,0,0,0,15,0,0,7,0,0
IP1_0015,4,0,0,16,80,0,0,0,0,15,0,0,0,11,0
IP1_0016,3,0,0,4,80,0,0,0,0,15,0,0,0,11,0
IP1_0017,1,0,0,21,80,1,0,0,0,15,0,0,5,0,0
IP1_0018,1,0,0,17,80,1,0,0,0,15,0,0,0,0,0
IP1_0019,7,0,0,17,80,3,0,0,0,15,0,0,0,0,0
IP1_0020,5,0,0,18,80,3,0,0,0,15,0,0,0,11,0
IP1_0021,8,0,0,17,80,3,0,0,0,15,0,0,0,0,0
IP1_0022,5,0,0,16,80,0,0,0,0,15,0,0,7,0,0
IP1_0023,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
IP1_0024,2,0,0,11,80,0,0,0,0,15,0,0,0,11,0
IP1_0025,7,0,0,18,80,3,0,0,0,15,0,0,0,0,0
IP1_0026,8,0,0,2,80,0,0,0,0,15,0,0,7,0,0
IP1_0027,4,0,0,21,80,2,0,0,0,15,0,0,0,11,0
IP1_0028,4,0,0,16,80,0,0,0,0,15,0,0,0,0,0
IP1_0029,3,0,0,3,56,0,0,0,0,15,0,0,0,11,0
IP1_0030,7,0,0,21,80,2,0,0,0,15,0,0,10,11,0
IP1_0031,4,0,0,13,80,0,0,0,0,15,0,0,0,0,0
IP1_0032,0,0,0,16,80,3,0,0,0,15,0,0,0,0,0
IP1_0033,0,0,0,16,80,3,0,0,0,15,0,0,0,0,0
IP1_0034,8,0,0,21,80,6,0,0,0,15,0,0,0,0,0
IP1_0035,4,0,0,12,80,0,0,0,0,15,0,0,0,0,0
IP1_0036,6,0,0,10,80,0,0,0,0,15,0,0,0,0,0
IP1_0037,5,0,1,17,80,3,0,0,0,24,0,0,0,5,0
IP1_0038,7,0,0,21,80,3,0,0,0,15,0,0,10,0,0
IP1_0039,8,0,0,17,80,4,0,0,0,15,0,0,0,0,0
IP1_0040,8,0,0,19,80,14,0,0,0,15,0,0,0,0,0
IP1_0041,0,0,0,0,80,0,0,0,0,15,0,0,0,0,0
IP1_0042,2,0,0,2,80,0,0,0,0,15,0,0,2,0,0
IP1_0043,1,0,0,8,80,1,0,0,0,15,0,0,0,0,0
IP1_0044,1,0,0,17,80,1,0,0,0,15,0,0,0,0,0
IP1_0045,8,0,0,21,80,7,0,0,0,15,0,0,0,0,0
IP1_0046,8,0,0,16,80,1,0,0,0,15,0,0,7,11,0
IP1_0047,9,0,0,17,80,6,0,0,0,15,0,0,0,0,0
IP1_0048,7,0,0,17,80,3,0,0,0,15,0,0,0,0,0
IP1_0049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KP1_0000,20,5,28,39,80,68,0,0,0,67,0,0,0,0,0
KP1_0001,3,0,0,10,0,67,0,0,0,8,0,0,0,0,0
KP1_0002,16,3,1,46,0,44,0,0,0,0,0,0,5,0,0
KP1_0003,3,0,1,11,80,64,0,0,0,51,80,2,0,32,0
KP1_0004,2,0,1,21,80,13,0,0,0,37,0,0,0,0,0
KP1_0005,23,5,25,31,80,61,0,0,0,52,80,29,15,32,0
KP1_0006,26,0,0,25,0,44,0,0,0,0,0,0,0,22,0
KP1_0007,16,0,0,18,0,45,0,0,0,0,0,0,0,11,0
KP1_0008,18,2,0,16,0,36,0,0,0,1,0,0,0,0,0
KP1_0009,45,12,31,53,80,55,0,0,0,63,0,0,0,9,0
KP1_0010,30,5,1,66,67,49,0,0,0,13,34,3,7,0,0
KP1_0011,8,2,0,21,80,42,0,0,0,27,34,0,7,11,0
KP1_0012,7,2,19,40,0,36,0,0,0,50,0,0,0,36,0
KP1_0013,32,1,0,29,80,45,0,0,0,15,0,29,20,11,0
KP1_0014,8,4,22,25,24,33,0,0,0,47,0,0,0,18,0
KP1_0015,15,6,10,11,80,68,0,0,0,22,0,11,0,29,0
KP1_0016,23,6,1,49,80,72,0,0,0,15,0,11,0,18,0
KP1_0017,26,4,25,25,80,47,0,0,0,61,0,0,7,11,0
KP1_0018,22,2,0,26,24,49,0,0,0,14,34,0,7,52,0
KP1_0019,21,3,0,33,0,31,80,0,0,0,0,0,20,0,0
KP1_0020,24,0,9,21,80,45,0,0,0,71,0,5,20,36,0
KP1_0021,15,0,0,25,80,68,0,0,0,15,0,0,0,14,0
KP1_0022,24,21,33,38,80,74,0,0,0,78,80,2,0,44,0
KP1_0023,25,1,0,37,0,44,0,0,0,1,0,5,0,32,0
KP1_0024,8,0,0,1,0,44,0,0,0,0,0,0,0,0,0
KP1_0025,26,4,2,48,24,39,0,0,0,12,0,5,7,0,0
KP1_0026,13,0,0,9,0,61,0,0,0,0,0,0,20,0,0
KP1_0027,20,2,0,29,43,49,80,0,0,0,0,0,20,0,0
KP1_0028,25,4,28,33,80,74,0,0,0,80,0,0,0,0,0
KP1_0029,22,8,26,29,80,50,0,0,0,80,80,0,6,5,0
KP1_0030,15,4,1,60,80,70,0,0,0,27,34,9,10,32,0
KP1_0031,23,0,0,22,0,44,0,0,0,0,0,0,0,0,0
KP1_0032,24,1,1,38,0,32,0,0,0,0,0,0,0,0,0
KP1_0033,10,0,0,23,0,48,0,0,0,1,0,0,0,11,0
KP1_0034,22,0,0,29,80,28,0,0,0,27,34,0,2,0,0
KP1_0035,30,4,1,63,80,34,0,0,0,27,34,3,7,0,0
KP1_0036,8,4,7,27,80,45,0,0,0,41,0,0,0,32,0
KP1_0037,18,3,4,26,80,44,0,0,0,15,0,0,0,0,0
KP1_0038,5,0,1,22,0,45,0,0,0,0,0,0,0,0,0
KP1_0039,10,4,0,41,80,37,0,0,0,22,0,7,0,36,0
KP1_0040,10,0,1,44,80,11,0,0,0,79,0,0,20,32,0
KP1_0041,12,22,23,21,24,50,0,0,0,32,0,0,0,32,0
KP1_0042,10,6,21,28,80,67,0,0,0,63,0,0,4,23,0
KP1_0043,22,2,0,20,0,45,0,0,0,0,0,4,7,0,0
KP1_0044,21,2,0,33,0,46,0,0,0,0,0,0,0,0,0
KP1_0045,18,6,1,50,0,33,80,0,0,0,0,0,20,0,0
KP1_0046,3,0,1,43,56,9,0,0,0,55,0,0,15,34,0
KP1_0047,16,4,1,18,67,44,0,0,0,12,0,0,0,10,0
KP1_0048,22,3,0,2,0,36,0,0,0,0,0,0,0,0,0
KP1_0049,16,2,0,21,80,45,0,0,0,15,0,0,0,0,0
LP1_0000,7,2,0,21,43,6,80,0,0,12,0,0,20,0,0
LP1_0001,4,2,0,19,0,12,80,0,0,0,0,0,20,0,0
LP1_0002,8,2,0,18,24,24,0,0,0,12,0,0,0,0,0
LP1_0003,12,2,0,21,80,5,80,0,0,15,0,0,20,0,0
LP1_0004,13,2,0,21,80,21,0,0,0,15,0,0,0,0,0
LP1_0005,16,2,0,29,43,7,0,0,0,0,0,0,0,0,0
LP1_0006,18,1,0,12,0,6,0,0,0,0,0,0,0,0,0
LP1_0007,17,2,0,22,80,17,80,0,0,15,0,0,20,0,0
LP1_0008,0,2,0,19,0,5,0,0,0,0,0,0,0,0,0
LP1_0009,8,2,0,15,67,4,0,0,0,13,0,0,0,10,0
LP1_0010,13,2,0,21,80,6,80,0,0,15,0,0,20,0,0
LP1_0011,16,0,1,23,67,8,11,0,0,15,0,0,15,1,0
LP1_0012,14,2,0,21,80,23,80,0,0,15,0,0,20,0,0
LP1_0013,6,2,0,21,0,8,80,0,0,0,0,0,11,0,0
LP1_0014,19,2,0,15,0,11,0,0,0,0,0,0,0,0,0
LP1_0015,0,2,0,21,0,5,80,0,0,0,0,0,20,0,0
LP1_0016,15,2,0,21,80,5,80,0,0,15,0,0,20,0,0
LP1_0017,9,2,0,21,80,6,0,0,0,15,0,0,11,0,0
LP1_0018,28,2,0,19,0,20,80,0,0,0,0,0,20,0,0
LP1_0019,23,2,0,18,24,10,80,0,0,0,0,0,20,0,0
LP1_0020,52,4,0,29,80,8,80,0,0,15,0,7,20,11,0
LP1_0021,13,2,0,21,80,6,80,0,0,3,0,0,20,0,0
LP1_0022,2,28,20,17,24,4,0,0,0,46,0,0,0,0,0
LP1_0023,4,2,0,22,0,11,80,0,0,0,0,0,20,0,0
LP1_0024,4,2,0,19,0,5,0,0,0,0,0,0,0,0,0
LP1_0025,2,2,0,18,0,12,80,0,0,0,0,0,20,0,0
LP1_0026,0,2,0,10,0,6,80,0,0,0,0,0,20,0,0
LP1_0027,5,2,0,15,0,9,80,0,0,0,0,0,20,0,0
LP1_0028,19,2,0,21,80,41,80,0,0,15,0,0,20,0,0
LP1_0029,17,2,0,21,80,11,80,0,0,15,0,0,20,0,0
LP1_0030,13,2,0,15,24,15,0,0,0,12,0,0,0,0,0
LP1_0031,20,2,0,21,24,14,80,0,0,15,0,0,20,0,0
LP1_0032,6,2,0,20,80,5,80,0,0,15,0,0,20,0,0
LP1_0033,24,2,0,22,80,22,80,0,0,15,0,0,20,0,0
LP1_0034,17,2,0,22,80,8,80,0,0,15,0,0,11,0,0
LP1_0035,0,2,0,21,80,6,80,0,0,15,0,0,20,0,0
LP1_0036,9,3,0,21,80,4,80,0,0,15,0,2,0,0,0
LP1_0037,6,2,0,20,80,6,80,0,0,3,0,0,20,0,0
LP1_0038,28,2,0,23,80,9,80,0,0,15,0,0,20,0,0
LP1_0039,2,2,0,21,80,6,80,0,0,15,0,0,20,0,0
LP1_0040,13,2,0,21,80,6,80,0,0,15,0,0,11,0,0
LP1_0041,7,2,0,21,80,14,0,0,0,15,0,0,0,0,0
LP1_0042,0,2,0,19,0,4,80,0,0,0,0,0,20,0,0
LP1_0043,9,2,0,17,0,7,0,0,0,0,0,0,0,0,0
LP1_0044,10,2,0,21,80,6,80,0,0,15,0,0,11,0,0
LP1_0045,5,2,0,21,0,8,80,0,0,0,0,0,20,0,0
LP1_0046,16,2,0,21,56,31,80,0,0,2,0,0,20,0,0
LP1_0047,0,2,0,19,0,6,80,0,0,0,0,0,11,0,0
LP1_0048,0,2,0,21,0,4,80,0,0,0,0,0,20,0,0
LP1_0049,4,2,0,19,0,7,80,0,0,0,0,0,20,0,0
MP1_0000,14,1,0,11,0,47,0,4,0,0,0,0,7,4,0
MP1_0001,15,0,0,2,0,18,0,0,0,0,0,0,7,0,0
MP1_0002,13,5,47,42,0,5,0,57,0,51,0,7,20,80,0
MP1_0003,7,4,62,27,0,24,0,4,0,50,0,0,20,4,0
MP1_0004,11,32,53,30,0,62,0,3,0,47,0,0,0,4,0
MP1_0005,60,1,0,29,0,13,0,31,0,0,0,7,57,4,0
MP1_0006,0,1,27,29,0,9,0,3,0,43,80,0,0,4,0
MP1_0007,3,0,0,25,24,6,0,1,0,14,0,0,20,4,0
MP1_0008,4,1,0,36,0,10,0,30,0,0,34,7,7,68,0
MP1_0009,0,15,45,46,0,3,0,3,0,48,0,0,0,4,0
MP1_0010,39,2,1,41,24,8,0,5,0,12,0,0,57,11,0
MP1_0011,28,3,1,26,0,7,0,0,0,0,0,0,0,4,0
MP1_0012,30,4,1,23,0,8,0,26,0,0,0,7,0,4,0
MP1_0013,2,0,1,0,0,0,0,1,0,47,0,0,0,4,0
MP1_0014,31,10,53,67,0,39,0,26,0,51,0,7,0,76,0
MP1_0015,24,1,22,41,43,15,0,31,0,29,34,7,54,80,0
MP1_0016,2,2,1,13,0,39,0,4,0,45,0,0,7,4,0
MP1_0017,8,1,0,0,0,3,0,30,0,0,0,0,7,4,0
MP1_0018,2,4,62,24,0,9,0,3,0,51,34,0,0,52,0
MP1_0019,9,1,0,33,56,15,0,31,0,27,34,7,57,4,0
MP1_0020,0,0,15,16,0,5,0,0,0,2,0,0,0,4,0
MP1_0021,0,2,0,31,0,9,0,4,0,0,0,0,16,4,0
MP1_0022,16,0,48,3,0,17,0,57,0,51,0,5,0,80,0
MP1_0023,22,9,10,11,0,18,0,3,0,47,0,0,0,8,0
MP1_0024,18,0,1,44,80,14,0,4,0,27,34,0,7,4,0
MP1_0025,5,2,4,30,0,23,0,22,0,0,0,0,7,4,0
