,A,E,F,H,I,K,L,M,N,T,V,W,X,Y,Z
FP1_0010,16,26,76,19,11,26,0,0,0,70,80,0,0,0,0
FP1_0011,1,26,80,77,0,59,0,0,0,70,42,0,0,4,0
FP1_0012,0,9,73,0,0,0,0,0,0,70,0,0,0,0,0
FP1_0013,6,25,80,39,0,25,0,0,0,70,0,0,0,0,0
FP1_0014,17,26,79,80,25,26,0,0,0,80,0,1,0,0,0
FP1_0015,16,44,80,80,44,0,0,0,0,70,0,0,0,0,0
FP1_0016,27,26,80,80,25,1,0,0,0,70,0,3,0,0,0
FP1_0017,17,26,80,75,0,26,0,0,0,70,0,3,0,0,0
FP1_0018,22,26,80,80,80,0,0,0,0,80,0,0,0,0,0
FP1_0019,27,26,80,77,25,0,0,0,0,80,0,2,0,0,0
FP1_0020,17,26,80,80,80,26,0,0,0,80,0,0,0,4,0
FP1_0021,27,26,80,80,25,0,0,0,0,70,0,0,0,0,0
FP1_0022,25,25,37,80,80,26,0,0,0,80,0,0,4,0,0
FP1_0023,27,25,76,80,0,0,0,0,0,70,0,3,0,13,0
FP1_0024,17,26,68,77,80,27,0,0,0,80,56,0,0,80,0
FP1_0025,1,26,74,52,0,36,0,0,0,70,0,0,0,0,0
FP1_0026,17,26,80,77,25,0,0,0,0,70,0,1,0,0,0
FP1_0027,0,24,64,80,0,11,0,0,0,63,0,0,0,0,0
FP1_0028,16,24,59,16,80,5,0,0,0,68,80,0,0,0,0
FP1_0029,17,26,79,75,0,26,0,0,0,70,0,3,0,80,0
FP1_0030,27,26,80,80,0,26,0,0,0,80,38,0,0,0,0
FP1_0031,17,26,80,80,25,26,0,0,0,80,0,3,0,0,0
FP1_0032,26,26,80,80,44,0,0,0,0,70,0,3,0,30,0
FP1_0033,53,26,80,80,80,4,0,0,0,80,0,0,0,0,0
FP1_0034,80,26,80,80,25,3,0,0,0,80,0,18,0,0,0
FP1_0035,17,26,80,77,80,6,0,0,0,80,80,2,0,13,0
FP1_0036,6,13,69,23,0,3,0,0,0,18,0,0,0,0,0
FP1_0037,17,26,80,80,80,1,0,0,0,80,0,0,0,0,0
FP1_0038,17,26,80,77,80,26,0,0,0,80,80,0,0,0,0
FP1_0039,0,26,80,75,0,0,0,0,0,70,0,1,0,0,0
FP1_0040,17,26,80,77,0,26,0,0,0,70,0,3,0,0,0
FP1_0041,11,25,80,77,80,0,0,0,0,70,38,0,0,10,0
FP1_0042,27,26,80,80,80,1,0,0,0,80,0,0,0,30,0
FP1_0043,27,25,76,80,80,26,0,0,0,48,0,3,0,0,0
FP1_0044,19,26,80,77,80,29,0,0,0,80,0,3,0,0,0
FP1_0045,17,26,80,80,25,0,0,0,0,70,0,3,0,0,0
FP1_0046,17,26,80,80,80,1,0,0,0,80,0,3,0,30,0
FP1_0047,16,26,80,80,80,26,0,0,0,80,0,0,0,0,0
FP1_0048,10,26,80,80,0,38,0,0,0,70,0,0,0,0,0
FP1_0049,11,26,80,80,0,26,0,0,0,70,0,3,0,0,0
HP1_0000,17,26,79,80,80,0,0,0,0,80,80,0,0,0,0
HP1_0001,53,5,10,80,80,29,0,0,0,10,56,0,0,34,0
HP1_0002,48,26,76,80,80,53,0,0,0,80,0,0,0,30,0
HP1_0003,39,19,8,80,80,1,6,0,0,10,0,0,0,0,0
HP1_0004,70,4,15,80,80,9,0,0,18,22,56,0,64,0,0
HP1_0005,44,19,9,80,80,23,6,0,0,10,14,0,0,13,0
HP1_0006,26,26,80,80,80,80,0,0,0,80,0,0,0,30,10
HP1_0007,17,4,8,80,80,6,0,0,0,10,0,3,0,0,0
HP1_0008,80,25,76,80,80,0,0,0,2,68,0,0,0,0,0
HP1_0009,61,3,8,23,80,4,0,0,18,10,56,0,28,0,0
HP1_0010,55,4,8,80,80,0,0,0,0,10,0,0,0,0,0
HP1_0011,39,26,80,80,80,37,0,0,0,80,0,12,0,30,0
HP1_0012,47,24,70,80,80,0,0,0,0,80,0,0,8,0,0
HP1_0013,56,7,8,80,80,23,0,0,0,10,0,3,28,0,0
HP1_0014,76,5,12,80,80,10,0,0,18,10,56,3,28,0,0
HP1_0015,39,2,0,73,80,10,0,0,0,10,56,0,36,0,0
HP1_0016,47,4,20,80,80,0,0,0,0,10,0,0,0,0,0
HP1_0017,53,19,8,80,55,11,6,0,0,10,0,0,0,13,0
HP1_0018,56,5,9,80,80,11,0,61,0,10,0,39,0,4,0
HP1_0019,53,5,8,80,80,0,0,0,18,10,56,0,21,0,0
HP1_0020,71,4,8,80,80,0,0,0,2,10,0,0,36,0,0
HP1_0021,70,6,8,80,80,80,0,0,18,10,56,1,36,30,0
HP1_0022,44,12,8,80,80,23,0,0,0,10,0,3,0,0,0
HP1_0023,13,19,10,80,80,0,6,0,0,20,0,0,0,0,0
HP1_0024,53,22,16,80,80,26,6,0,0,48,0,0,0,5,0
HP1_0025,23,4,8,80,80,22,0,0,0,10,0,0,0,0,0
HP1_0026,53,11,8,64,80,79,0,0,0,10,0,0,0,0,0
HP1_0027,49,10,74,80,80,26,0,0,0,10,0,3,0,0,0
HP1_0028,76,5,8,80,80,47,0,0,18,10,56,0,0,0,0
HP1_0029,36,5,8,80,80,11,0,0,8,10,56,3,36,0,0
HP1_0030,53,5,8,80,80,1,0,0,0,10,0,0,0,0,0
HP1_0031,41,5,8,80,80,26,0,0,0,10,0,2,0,0,0
HP1_0032,52,25,70,80,80,80,0,0,0,80,0,0,12,30,0
HP1_0033,33,71,75,80,80,0,6,0,0,60,0,0,0,13,0
HP1_0034,36,19,8,80,0,11,6,0,0,0,0,0,0,0,0
HP1_0035,53,26,80,80,0,25,0,0,0,70,0,3,0,0,0
HP1_0036,7,6,8,80,80,0,0,0,18,10,56,3,36,0,0
HP1_0037,28,22,78,80,80,11,0,0,0,80,0,3,0,0,0
HP1_0038,10,26,80,80,0,16,0,0,0,70,56,0,0,0,0
HP1_0039,33,5,13,80,25,26,0,0,0,10,0,0,0,0,0
HP1_0040,80,19,8,80,80,26,80,0,43,10,56,1,36,0,0
HP1_0041,53,5,8,80,80,11,0,0,0,10,0,0,0,0,0
HP1_0042,65,5,8,80,80,49,0,0,0,10,0,3,0,26,0
HP1_0043,17,5,8,80,80,0,0,0,0,10,0,0,0,0,0
HP1_0044,23,7,11,80,44,26,0,0,0,18,0,0,0,0,0
HP1_0045,53,23,74,80,69,33,0,0,0,20,0,0,0,13,0
HP1_0046,80,5,8,80,80,10,0,0,18,10,14,3,0,0,0
HP1_0047,72,5,8,80,80,1,0,0,0,10,0,80,0,0,0
HP1_0048,52,5,8,80,80,16,0,0,0,10,0,1,0,0,0
HP1_0049,24,5,8,75,80,0,0,0,0,10,0,0,0,0,0
IP1_0000,23,0,0,65,80,0,0,0,0,10,0,0,0,0,0
IP1_0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0003,29,1,5,77,80,0,0,0,0,10,0,0,0,0,0
IP1_0004,0,0,0,0,80,0,0,0,0,0,0,0,4,0,0
IP1_0005,36,2,0,77,80,1,0,0,0,10,0,0,20,0,0
IP1_0006,4,0,0,0,80,0,0,0,0,10,0,0,0,0,0
IP1_0007,33,0,0,38,80,0,0,0,0,10,0,0,0,0,0
IP1_0008,36,0,0,0,80,0,0,0,0,10,0,0,0,0,0
IP1_0009,33,4,8,77,80,0,0,0,0,10,0,0,0,0,0
IP1_0010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0011,29,4,8,77,80,0,0,0,0,10,0,0,0,0,0
IP1_0012,39,4,8,77,80,0,0,0,0,10,0,0,0,0,0
IP1_0013,6,0,0,0,80,0,0,0,0,10,0,0,0,0,0
IP1_0014,0,0,0,0,80,0,0,0,0,10,0,0,0,0,0
IP1_0015,36,0,0,61,80,0,0,0,0,10,0,0,0,0,0
IP1_0016,36,0,0,16,80,0,0,0,0,10,0,0,0,0,0
IP1_0017,12,1,0,77,80,0,0,0,0,10,0,0,4,0,0
IP1_0018,0,3,0,77,80,0,0,0,0,10,0,0,0,0,0
IP1_0019,44,4,5,77,80,0,0,0,0,10,0,0,0,0,0
IP1_0020,12,4,5,77,80,0,0,0,0,10,0,0,0,0,0
IP1_0021,47,4,5,77,80,0,0,0,0,10,0,0,0,0,0
IP1_0022,24,0,0,65,80,0,0,0,0,10,0,0,0,0,0
IP1_0023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0024,23,0,0,52,80,0,0,0,0,10,0,0,0,0,0
IP1_0025,43,12,5,77,80,0,0,0,0,10,0,0,0,0,0
IP1_0026,16,0,0,0,80,0,0,0,0,10,0,0,0,0,0
IP1_0027,36,2,0,77,80,0,0,0,0,10,0,0,0,0,0
IP1_0028,23,0,0,61,80,0,0,0,0,10,0,0,0,0,0
IP1_0029,36,0,0,0,55,0,0,0,0,10,0,0,0,0,0
IP1_0030,36,4,8,77,80,0,0,0,0,10,0,0,12,0,0
IP1_0031,39,2,0,72,80,0,0,0,0,10,0,0,0,0,0
IP1_0032,0,1,0,61,80,0,0,0,0,10,0,0,0,0,0
IP1_0033,0,0,0,70,80,0,0,0,0,10,0,0,0,0,0
IP1_0034,17,4,8,77,80,0,0,0,0,10,0,0,0,0,0
IP1_0035,36,0,0,60,80,0,0,0,0,10,0,0,0,0,0
IP1_0036,32,0,0,47,80,0,0,0,0,10,0,0,0,0,0
IP1_0037,24,7,19,77,80,0,0,0,0,28,0,0,0,0,0
IP1_0038,42,4,8,77,80,1,0,0,0,10,0,0,12,0,0
IP1_0039,29,3,5,77,80,0,0,0,0,10,0,0,0,0,0
IP1_0040,29,4,5,77,80,26,0,0,0,10,0,0,0,0,0
IP1_0041,0,0,0,0,80,0,0,0,0,10,0,0,0,0,0
IP1_0042,23,0,0,0,80,0,0,0,0,10,0,0,0,0,0
IP1_0043,12,0,0,52,80,0,0,0,0,10,0,0,0,0,0
IP1_0044,10,0,0,72,80,1,0,0,0,10,0,0,0,0,0
IP1_0045,17,4,8,77,80,5,0,0,0,10,0,0,0,0,0
IP1_0046,17,0,0,61,80,0,0,0,0,10,0,0,0,0,0
IP1_0047,29,4,5,77,80,0,0,0,0,10,0,0,0,0,0
IP1_0048,44,4,5,77,80,0,0,0,0,10,0,0,0,0,0
IP1_0049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KP1_0000,53,25,80,77,80,80,0,0,0,80,0,0,0,0,0
KP1_0001,6,10,10,16,0,80,0,0,0,10,0,0,0,0,0
KP1_0002,17,5,8,80,0,80,0,0,0,0,0,0,0,0,0
KP1_0003,34,3,9,45,80,80,0,0,0,48,80,0,0,35,0
KP1_0004,27,7,13,77,80,26,0,0,0,48,0,0,0,0,0
KP1_0005,80,24,76,77,80,70,0,0,32,68,80,80,28,30,0
KP1_0006,16,4,8,72,0,80,0,0,0,0,0,0,0,30,0
KP1_0007,17,4,8,72,0,80,0,0,0,0,0,0,0,1,0
KP1_0008,17,12,8,77,0,80,0,0,0,10,0,0,0,0,0
KP1_0009,53,26,80,80,80,80,0,0,0,80,0,0,0,0,0
KP1_0010,17,5,8,80,69,80,0,0,0,10,56,5,0,0,0
KP1_0011,17,4,8,77,80,78,0,0,0,10,56,0,0,0,0
KP1_0012,0,21,57,73,0,80,0,0,0,70,0,0,0,30,0
KP1_0013,69,4,8,77,80,79,0,0,2,10,0,18,36,5,0
KP1_0014,17,25,74,77,25,80,0,0,0,70,0,0,0,26,0
KP1_0015,47,24,31,30,80,80,0,0,0,20,0,66,0,26,0
KP1_0016,57,9,8,77,80,80,0,13,0,10,0,12,0,13,0
KP1_0017,53,25,80,77,80,77,0,0,0,80,0,0,0,0,24
KP1_0018,21,18,8,77,25,80,6,0,0,10,56,0,0,80,0
KP1_0019,1,18,8,80,0,80,80,0,5,0,0,0,36,0,0
KP1_0020,69,7,21,77,80,80,0,0,2,80,0,3,36,30,0
KP1_0021,53,4,8,77,80,80,0,0,0,10,0,0,0,3,0
KP1_0022,36,26,80,77,80,80,0,0,0,80,80,0,0,38,0
KP1_0023,17,4,8,77,0,80,0,0,0,10,0,3,0,30,0
KP1_0024,0,7,8,7,0,80,0,0,0,0,0,0,0,0,0
KP1_0025,17,5,8,80,25,80,0,0,0,0,14,3,0,0,0
KP1_0026,70,4,8,25,0,80,0,0,18,0,0,0,36,0,0
KP1_0027,6,18,8,77,44,80,80,0,5,0,0,0,36,0,0
KP1_0028,53,25,80,77,80,80,0,0,0,80,0,0,0,0,0
KP1_0029,38,24,74,77,80,80,0,0,0,80,80,0,0,0,0
KP1_0030,80,5,8,80,80,80,0,0,18,10,56,5,12,30,0
KP1_0031,17,4,5,68,0,80,0,0,0,0,0,0,0,0,0
KP1_0032,5,2,0,73,0,79,0,0,0,0,0,0,0,0,0
KP1_0033,53,4,8,77,0,80,0,0,0,0,0,0,0,0,0
KP1_0034,28,4,5,77,80,80,0,0,0,10,56,0,0,0,0
KP1_0035,17,5,8,80,80,67,0,0,0,10,56,5,0,0,0
KP1_0036,48,25,65,72,80,80,0,0,0,48,0,0,0,30,0
KP1_0037,38,7,8,77,80,72,0,0,0,10,0,0,0,0,0
KP1_0038,6,4,8,68,0,71,0,0,0,0,0,0,0,0,0
KP1_0039,56,22,27,77,80,69,0,0,2,20,0,3,0,30,0
KP1_0040,70,7,22,80,80,3,0,0,2,80,0,0,36,30,0
KP1_0041,53,62,71,77,25,80,6,0,0,51,0,0,0,30,0
KP1_0042,39,13,67,68,80,78,0,0,0,80,0,0,0,13,0
KP1_0043,17,18,8,77,0,79,6,0,0,0,0,0,0,0,0
KP1_0044,17,14,8,77,0,80,6,0,0,0,0,0,0,0,0
KP1_0045,0,19,8,80,0,48,80,0,5,0,0,0,36,0,0
KP1_0046,37,7,30,80,55,3,0,0,0,80,0,0,28,54,0
KP1_0047,17,10,8,77,69,80,0,0,0,0,0,0,0,0,0
KP1_0048,5,0,0,0,0,79,0,0,0,0,0,0,0,0,0
KP1_0049,17,18,8,77,80,80,6,0,0,10,0,0,0,0,0
LP1_0000,69,18,8,77,44,4,80,0,5,0,0,0,36,0,0
LP1_0001,1,18,8,77,0,10,80,0,5,0,0,0,36,0,0
LP1_0002,11,18,8,77,25,44,6,0,0,0,0,0,0,0,0
LP1_0003,59,18,8,77,80,0,80,0,5,10,0,0,36,0,0
LP1_0004,17,18,8,77,80,24,6,0,0,10,0,0,0,0,0
LP1_0005,16,18,8,77,44,0,6,0,0,0,0,0,0,0,0
LP1_0006,0,17,8,19,0,9,6,0,0,0,0,0,0,0,0
LP1_0007,71,18,8,77,80,21,80,0,5,10,0,0,36,0,0
LP1_0008,0,18,8,77,0,0,6,0,0,0,0,0,0,0,0
LP1_0009,17,8,5,77,69,0,0,0,0,10,0,0,0,0,0
LP1_0010,71,18,8,77,80,0,80,0,5,10,0,0,36,0,0
LP1_0011,61,11,8,77,69,8,11,0,2,10,0,0,32,0,0
LP1_0012,1,18,8,77,80,11,80,0,5,10,0,0,36,0,0
LP1_0013,1,18,8,77,0,0,80,0,5,0,0,0,28,0,0
LP1_0014,7,18,8,72,0,6,6,0,0,0,0,0,0,0,0
LP1_0015,1,18,8,77,0,0,80,0,5,0,0,0,36,0,0
LP1_0016,71,18,8,77,80,0,80,0,5,10,0,0,36,0,0
LP1_0017,69,18,8,77,80,0,6,0,2,10,0,0,28,0,0
LP1_0018,80,18,8,77,0,29,80,0,5,0,0,0,36,0,0
LP1_0019,80,18,8,77,25,10,80,0,5,0,0,0,36,0,0
LP1_0020,71,18,8,77,80,0,80,0,5,10,0,3,36,0,0
LP1_0021,71,18,8,77,80,0,80,0,5,10,0,0,36,0,0
LP1_0022,12,79,76,77,25,0,6,0,0,70,0,0,0,0,0
LP1_0023,1,14,8,77,0,10,80,0,5,0,0,0,36,0,0
LP1_0024,0,18,8,77,0,0,6,0,0,0,0,0,0,0,0
LP1_0025,0,18,8,77,0,7,80,0,5,0,0,0,36,0,0
LP1_0026,1,11,8,25,0,1,80,0,5,0,0,0,36,0,0
LP1_0027,0,18,8,72,0,0,80,0,5,0,0,0,36,0,0
LP1_0028,80,18,8,77,80,78,80,0,5,10,0,0,36,0,0
LP1_0029,71,18,8,77,80,1,80,0,5,10,0,0,36,0,0
LP1_0030,17,14,5,77,25,10,0,0,0,0,0,0,0,0,0
LP1_0031,71,18,8,77,25,22,80,0,5,10,0,0,36,0,0
LP1_0032,54,18,8,77,80,0,80,0,5,10,0,0,36,0,0
LP1_0033,77,18,8,77,80,29,80,0,5,10,0,0,36,0,0
LP1_0034,71,18,8,77,80,4,80,0,5,10,0,0,36,0,0
LP1_0035,1,18,8,77,80,0,80,0,5,10,0,0,36,0,0
LP1_0036,60,16,8,77,80,0,80,0,5,10,0,2,0,0,0
LP1_0037,59,18,8,77,80,0,80,0,5,10,0,0,36,0,0
LP1_0038,71,18,8,77,80,4,80,0,5,10,0,0,36,0,0
LP1_0039,1,18,8,77,80,0,80,0,5,10,0,0,36,0,0
LP1_0040,71,18,8,77,80,0,80,0,5,10,0,0,36,0,0
LP1_0041,17,18,8,77,80,9,6,0,0,10,0,0,0,0,0
LP1_0042,0,18,8,77,0,0,80,0,5,0,0,0,36,0,0
LP1_0043,0,18,8,77,0,0,6,0,0,0,0,0,0,0,0
LP1_0044,53,18,8,77,80,0,80,0,5,10,0,0,28,0,0
LP1_0045,1,18,8,77,0,1,80,0,5,0,0,0,36,0,0
LP1_0046,77,18,8,72,55,70,80,0,5,0,0,0,36,0,0
LP1_0047,0,18,8,77,0,0,80,0,5,0,0,0,36,0,0
LP1_0048,1,18,8,77,0,0,80,0,5,0,0,0,36,0,0
LP1_0049,0,18,8,77,0,0,80,0,5,0,0,0,36,0,0
MP1_0000,66,0,5,10,0,51,0,80,0,0,0,0,0,4,0
MP1_0001,80,0,0,0,0,29,0,0,0,0,0,0,0,0,0
MP1_0002,33,25,80,77,0,0,0,80,2,70,0,3,36,80,0
MP1_0003,32,25,80,77,0,29,0,80,32,70,0,0,36,4,0
MP1_0004,37,76,74,42,0,80,6,80,0,70,0,0,0,4,0
MP1_0005,35,4,8,77,0,26,0,80,18,0,0,3,80,4,0
MP1_0006,0,1,29,66,0,25,0,80,0,60,80,0,0,4,0
MP1_0007,27,4,8,77,25,0,0,72,12,10,0,0,36,4,0
MP1_0008,0,4,8,77,0,26,0,63,0,0,56,3,0,66,0
MP1_0009,1,53,74,57,0,0,6,80,0,70,0,0,0,4,0
MP1_0010,31,5,8,75,25,13,0,80,18,0,14,0,80,7,0
MP1_0011,17,5,8,80,0,13,0,68,0,0,0,0,0,4,0
MP1_0012,16,18,8,72,0,15,6,80,0,0,0,3,0,4,0
MP1_0013,15,3,14,0,0,0,0,0,0,70,0,0,0,4,0
MP1_0014,43,19,78,80,0,79,0,80,0,80,0,3,0,69,0
MP1_0015,39,4,56,77,44,3,0,80,18,10,56,3,80,80,0
MP1_0016,1,17,21,39,0,76,6,80,0,50,0,0,0,4,0
MP1_0017,11,9,8,0,0,0,6,80,0,0,0,0,0,4,0
MP1_0018,1,25,80,77,0,2,0,80,0,70,42,0,0,80,0
MP1_0019,16,4,8,77,55,26,0,80,18,10,56,3,80,4,0
MP1_0020,0,5,45,77,0,0,0,80,0,4,0,0,0,4,0
MP1_0021,1,11,8,77,0,25,0,80,2,0,0,0,20,4,0
MP1_0022,26,2,68,9,0,16,0,80,0,70,0,3,0,80,0
MP1_0023,36,11,19,3,0,62,0,67,0,70,0,0,0,4,0
MP1_0024,36,6,11,80,80,38,0,80,0,10,56,0,0,4,0
MP1_0025,37,18,9,77,0,29,6,80,0,0,14,0,0,4,0
