,A,E,F,H,I,K,L,M,N,T,V,W,X,Y,Z
HP1_0002,74,73,80,80,80,64,23,36,18,80,19,50,0,57,0
HP1_0003,32,47,28,80,80,6,44,20,11,0,70,29,0,0,40
HP1_0004,77,40,44,80,80,36,24,55,23,0,70,30,80,11,16
HP1_0005,64,53,28,80,80,48,45,38,11,0,70,36,0,52,40
HP1_0006,57,80,80,80,80,80,30,23,11,80,76,32,0,38,20
HP1_0007,51,40,22,80,80,33,23,33,11,0,3,60,0,52,0
HP1_0008,80,73,80,80,80,0,24,22,16,80,77,20,18,0,18
HP1_0009,65,20,15,14,80,12,19,21,22,0,66,28,28,0,0
HP1_0010,77,36,17,80,80,0,23,21,11,0,70,26,0,0,0
HP1_0011,75,73,80,80,80,80,23,45,11,80,25,61,0,57,0
HP1_0012,64,73,75,80,80,0,24,9,18,80,80,26,19,0,2
HP1_0013,79,40,22,80,80,46,24,8,18,0,3,66,43,29,0
HP1_0014,80,45,28,80,80,48,24,24,23,0,70,67,28,29,0
HP1_0015,32,15,2,80,80,48,6,12,9,0,70,15,62,29,0
HP1_0016,64,32,27,80,80,3,24,32,11,0,66,36,0,52,0
HP1_0017,78,47,22,80,54,48,44,37,11,0,66,32,0,49,40
HP1_0018,80,47,22,80,80,48,44,75,11,0,70,56,0,80,10
HP1_0019,64,40,22,80,80,0,24,44,23,0,70,30,37,28,16
HP1_0020,65,36,17,80,80,0,24,20,23,0,3,33,62,0,0
HP1_0021,77,40,19,80,80,80,24,50,23,0,70,50,62,57,0
HP1_0022,72,47,22,80,80,48,23,16,11,0,70,60,0,29,0
HP1_0023,27,47,30,80,80,3,44,20,11,19,70,30,0,29,40
HP1_0024,78,65,51,80,80,55,44,21,11,63,80,46,0,48,40
HP1_0025,60,40,22,80,80,48,23,20,11,0,70,26,0,0,0
HP1_0026,80,47,22,74,80,66,25,62,11,0,67,7,0,0,2
HP1_0027,75,46,76,80,80,52,24,62,11,0,70,66,0,60,0
HP1_0028,75,40,22,80,80,80,24,43,23,0,70,30,18,0,16
HP1_0029,27,40,22,80,80,48,24,14,23,0,66,36,62,29,0
HP1_0030,78,40,22,80,80,0,23,19,11,0,70,46,18,29,6
HP1_0031,79,40,22,80,80,46,23,24,11,0,3,31,0,0,0
HP1_0032,77,73,75,80,80,80,24,37,18,80,80,41,19,57,0
HP1_0033,41,80,78,80,80,0,44,57,14,63,76,55,0,52,0
HP1_0034,27,47,22,80,0,34,45,20,11,0,9,26,0,0,40
HP1_0035,78,73,80,80,0,31,23,21,11,80,10,37,0,17,0
HP1_0036,19,46,22,80,80,2,24,20,23,0,70,39,62,0,0
HP1_0037,37,73,78,80,80,46,23,42,11,80,11,46,0,41,0
HP1_0038,15,73,80,80,0,26,23,30,11,80,80,26,18,0,16
HP1_0039,67,45,28,80,26,32,23,37,11,0,3,20,0,21,0
HP1_0040,80,47,22,80,80,36,80,62,80,0,70,42,62,57,40
HP1_0041,78,47,22,80,80,48,44,20,11,0,3,38,0,0,37
HP1_0042,64,47,22,80,80,80,30,79,14,0,67,54,0,54,40
HP1_0043,51,40,22,80,80,0,23,16,11,0,3,26,0,0,0
HP1_0044,31,56,43,80,37,52,24,16,17,43,3,20,0,1,0
HP1_0045,78,80,78,80,63,67,44,33,11,12,15,30,0,52,40
HP1_0046,80,40,16,80,80,45,24,13,14,0,55,57,0,29,0
HP1_0047,73,40,22,80,80,0,23,37,11,0,70,74,0,52,1
HP1_0048,79,40,22,80,80,56,23,4,17,0,70,31,0,29,0
HP1_0049,28,40,22,80,80,0,23,35,11,0,54,21,0,23,0
IP1_0000,40,10,2,80,80,0,18,0,1,0,67,5,18,0,16
IP1_0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0003,38,20,13,80,80,0,19,0,18,0,25,3,0,0,0
IP1_0004,0,0,0,0,80,0,0,0,1,0,0,0,0,0,0
IP1_0005,32,15,8,80,80,4,17,0,9,0,9,50,9,29,0
IP1_0006,12,0,0,0,80,0,0,3,0,0,67,0,0,0,0
IP1_0007,25,0,0,35,80,0,1,0,7,0,21,5,0,0,0
IP1_0008,32,0,0,0,80,0,0,15,0,0,67,0,0,0,0
IP1_0009,41,40,22,80,80,0,23,2,18,0,30,37,0,29,0
IP1_0010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0011,54,40,22,80,80,0,23,16,11,0,3,26,0,0,0
IP1_0012,54,40,22,80,80,0,23,12,12,0,70,37,0,29,0
IP1_0013,9,0,0,0,80,0,0,1,0,0,67,0,0,0,0
IP1_0014,0,0,0,0,80,0,0,0,0,0,67,0,18,0,16
IP1_0015,32,10,0,80,80,0,14,0,1,0,67,19,0,29,0
IP1_0016,27,0,0,6,80,0,1,0,7,0,30,13,0,29,0
IP1_0017,6,11,6,80,80,0,11,0,9,0,15,20,0,0,0
IP1_0018,5,30,6,80,80,0,23,14,11,0,70,20,0,0,0
IP1_0019,62,36,18,80,80,0,19,1,14,0,70,0,0,0,0
IP1_0020,40,40,18,80,80,0,23,11,11,0,70,27,0,29,1
IP1_0021,64,36,13,80,80,0,19,0,18,0,70,0,0,0,0
IP1_0022,41,10,2,80,80,0,18,0,1,0,67,0,18,0,14
IP1_0023,0,0,0,0,0,0,0,0,0,0,67,0,18,0,16
IP1_0024,25,1,0,66,80,0,7,0,0,0,70,34,0,29,0
IP1_0025,52,43,13,80,80,0,40,0,18,0,70,8,0,0,8
IP1_0026,44,0,0,0,80,0,0,0,0,0,67,4,18,0,16
IP1_0027,32,15,2,80,80,0,12,0,8,0,15,43,0,29,0
IP1_0028,44,10,0,80,80,0,0,0,1,0,67,0,0,0,12
IP1_0029,27,0,0,0,54,0,1,0,0,0,63,2,0,26,0
IP1_0030,32,40,11,80,80,0,24,8,9,0,3,37,19,29,0
IP1_0031,32,15,2,80,80,0,12,0,9,0,70,8,0,0,0
IP1_0032,0,17,8,80,80,0,35,0,18,0,0,5,0,0,8
IP1_0033,0,10,8,80,80,0,18,3,18,0,3,10,0,0,0
IP1_0034,51,40,22,80,80,0,23,16,11,0,3,20,0,0,0
IP1_0035,32,0,0,80,80,0,12,0,0,0,67,5,0,0,0
IP1_0036,22,0,2,66,80,0,6,11,0,0,67,1,0,0,0
IP1_0037,41,53,59,80,80,0,18,0,11,22,80,8,0,2,11
IP1_0038,60,40,17,80,80,4,24,0,18,0,3,26,19,0,0
IP1_0039,54,30,12,80,80,0,18,0,5,0,67,5,0,0,13
IP1_0040,54,36,18,80,80,32,18,0,12,0,70,12,0,0,11
IP1_0041,0,0,0,0,80,0,0,0,0,0,6,0,0,0,0
IP1_0042,38,0,0,0,80,0,0,0,0,0,67,5,0,0,3
IP1_0043,6,1,0,66,80,0,6,0,1,0,70,8,0,0,0
IP1_0044,5,3,6,80,80,4,23,0,11,0,3,26,0,0,0
IP1_0045,53,40,22,80,80,8,23,26,11,0,3,26,0,0,0
IP1_0046,53,10,0,80,80,0,13,0,1,0,67,15,18,29,16
IP1_0047,54,36,18,80,80,0,18,0,11,0,70,8,0,0,11
IP1_0048,62,36,18,80,80,0,24,0,18,0,70,11,0,0,0
IP1_0049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KP1_0000,78,73,80,80,80,80,23,22,11,80,80,25,0,23,8
KP1_0001,9,53,32,0,0,80,16,25,11,19,70,27,0,0,0
KP1_0002,53,47,22,80,0,80,44,19,11,0,19,45,18,0,65
KP1_0003,57,19,37,35,80,80,19,24,9,63,80,40,0,63,0
KP1_0004,51,58,47,80,80,32,23,25,11,63,13,20,0,0,0
KP1_0005,80,67,80,80,80,77,24,19,23,80,80,75,43,54,0
KP1_0006,52,47,22,80,0,80,41,43,10,0,0,39,0,38,0
KP1_0007,53,40,22,80,0,80,27,17,11,0,0,50,0,46,10
KP1_0008,53,47,22,80,0,80,44,33,11,0,19,4,0,23,51
KP1_0009,78,73,80,80,80,80,23,24,11,80,77,36,0,4,0
KP1_0010,53,40,22,80,63,80,23,29,11,0,55,49,18,4,16
KP1_0011,53,40,22,80,80,70,23,16,11,0,70,40,18,29,16
KP1_0012,2,56,70,80,0,80,27,46,12,80,13,49,0,57,0
KP1_0013,73,40,22,80,80,80,24,24,23,0,3,80,62,31,0
KP1_0014,53,80,80,80,26,66,30,46,11,80,23,45,0,31,0
KP1_0015,50,70,32,16,80,80,24,26,10,19,67,61,0,46,0
KP1_0016,80,40,22,80,80,80,28,33,11,0,70,72,0,52,0
KP1_0017,80,80,80,80,80,66,30,17,11,80,77,44,18,29,77
KP1_0018,58,47,22,80,26,80,44,62,11,0,64,26,18,80,67
KP1_0019,3,47,22,80,0,66,80,16,80,0,0,20,62,0,40
KP1_0020,73,58,63,80,80,80,24,40,23,80,13,42,62,57,0
KP1_0021,75,40,22,80,80,80,27,34,11,0,70,42,0,46,0
KP1_0022,27,73,80,80,80,80,24,58,18,80,80,47,0,73,0
KP1_0023,53,47,22,80,0,80,30,45,9,0,16,63,0,57,3
KP1_0024,2,14,20,0,0,80,13,16,9,0,0,11,0,0,0
KP1_0025,53,40,22,80,26,78,23,19,11,0,10,61,18,0,16
KP1_0026,71,39,22,14,0,78,18,20,23,0,0,1,62,0,0
KP1_0027,22,47,22,80,37,80,80,26,80,0,3,25,62,0,40
KP1_0028,75,80,80,80,80,80,27,28,11,80,80,31,0,0,0
KP1_0029,54,73,77,80,80,80,23,10,18,80,80,41,18,0,20
KP1_0030,80,47,22,80,80,80,45,48,23,0,70,79,19,57,5
KP1_0031,53,43,12,80,0,80,25,3,1,0,0,31,0,0,3
KP1_0032,13,15,2,80,0,80,5,14,8,0,3,12,0,14,0
KP1_0033,78,40,22,80,0,80,23,16,11,0,0,38,0,29,0
KP1_0034,51,36,13,80,80,66,18,2,12,0,70,14,0,0,3
KP1_0035,53,47,22,80,80,50,29,49,11,0,70,47,18,26,18
KP1_0036,59,73,64,80,80,80,23,40,11,63,72,44,0,57,0
KP1_0037,59,40,22,80,80,80,23,20,11,0,3,34,0,0,0
KP1_0038,22,40,22,80,0,74,23,16,11,0,0,20,0,0,0
KP1_0039,56,70,32,80,80,80,24,51,23,19,3,66,0,57,0
KP1_0040,68,58,63,80,80,6,24,33,23,80,13,37,62,80,0
KP1_0041,78,66,74,80,26,80,45,29,11,80,10,54,0,54,40
KP1_0042,55,52,73,80,80,72,23,21,11,80,77,50,18,52,20
KP1_0043,53,47,22,80,0,76,44,16,11,0,0,51,18,0,65
KP1_0044,48,47,22,80,0,80,30,33,11,0,3,25,0,0,15
KP1_0045,0,47,28,80,0,74,80,16,80,0,3,20,62,0,40
KP1_0046,36,58,63,80,54,6,24,60,18,80,13,26,43,77,0
KP1_0047,53,47,22,80,63,80,30,16,11,0,0,44,0,22,0
KP1_0048,13,0,0,0,0,80,0,12,0,0,0,15,0,0,0
KP1_0049,51,47,22,80,80,80,44,28,11,0,3,25,0,0,40
LP1_0000,73,47,22,80,37,24,80,16,80,0,3,30,62,0,40
LP1_0001,9,47,22,80,0,48,80,26,80,0,3,25,62,0,40
LP1_0002,41,47,22,80,26,50,44,16,11,0,0,20,0,0,40
LP1_0003,58,47,22,80,80,0,80,16,80,0,3,20,62,0,40
LP1_0004,53,47,22,80,80,20,44,16,11,0,15,20,0,0,40
LP1_0005,50,47,22,80,37,3,44,16,11,0,3,26,0,0,40
LP1_0006,0,45,22,0,0,24,44,24,10,0,3,25,0,0,25
LP1_0007,74,47,22,80,80,44,80,16,80,0,3,30,62,0,40
LP1_0008,0,47,22,80,0,0,44,16,11,0,3,20,0,0,40
LP1_0009,53,36,12,80,63,3,39,0,1,0,6,29,0,23,12
LP1_0010,74,47,22,80,80,0,80,16,80,0,3,30,62,0,40
LP1_0011,74,44,22,80,63,40,26,14,49,0,3,27,62,10,8
LP1_0012,9,47,22,80,80,48,80,16,80,0,3,23,62,0,40
LP1_0013,9,47,22,80,0,5,80,16,80,0,3,20,28,0,38
LP1_0014,19,47,22,80,0,36,44,16,11,0,3,26,0,0,40
LP1_0015,9,47,22,80,0,0,80,16,80,0,3,20,62,0,40
LP1_0016,74,47,22,80,80,3,80,16,80,0,3,30,62,0,40
LP1_0017,73,47,22,80,80,0,45,16,23,0,3,20,28,0,40
LP1_0018,80,47,22,80,0,24,80,16,80,0,0,30,62,0,40
LP1_0019,80,47,22,80,26,46,80,16,80,0,0,53,62,0,40
LP1_0020,74,47,22,80,80,5,80,16,80,0,3,58,62,29,40
LP1_0021,74,47,22,80,80,0,80,16,80,0,3,30,62,0,40
LP1_0022,38,80,80,80,26,0,44,33,11,80,10,20,0,23,40
LP1_0023,9,46,22,80,0,48,80,3,80,0,3,4,62,0,40
LP1_0024,0,47,22,80,0,0,44,16,11,0,3,20,0,0,40
LP1_0025,0,47,22,80,0,42,80,16,80,0,0,20,62,0,40
LP1_0026,9,42,22,14,0,4,60,16,80,0,3,0,62,0,40
LP1_0027,0,47,22,80,0,9,80,24,80,0,3,20,62,0,40
LP1_0028,80,47,22,80,80,80,80,24,80,0,15,24,62,0,40
LP1_0029,74,47,22,80,80,12,80,16,80,0,3,30,62,0,38
LP1_0030,53,43,18,80,26,3,39,0,5,0,10,32,0,3,41
LP1_0031,74,47,22,80,26,34,80,14,80,0,3,25,62,6,40
LP1_0032,45,47,22,80,80,0,80,16,80,0,3,20,62,0,40
LP1_0033,78,47,22,80,80,24,80,16,80,0,3,20,62,0,40
LP1_0034,74,47,22,80,80,15,66,24,80,0,3,4,44,0,37
LP1_0035,9,47,22,80,80,0,80,16,80,0,3,20,62,0,40
LP1_0036,60,47,17,80,80,0,80,12,80,0,3,42,0,0,0
LP1_0037,58,47,22,80,80,0,80,16,80,0,3,20,62,0,40
LP1_0038,74,47,22,80,80,20,80,14,80,0,3,38,62,0,8
LP1_0039,9,47,22,80,80,0,80,16,80,0,3,20,62,0,40
LP1_0040,74,47,22,80,80,3,80,16,80,0,3,20,44,0,38
LP1_0041,51,47,22,80,80,26,44,24,11,0,3,20,0,0,40
LP1_0042,0,47,22,80,0,0,80,16,80,0,3,20,62,0,40
LP1_0043,0,47,22,80,0,3,44,16,11,0,0,20,0,0,37
LP1_0044,67,47,22,80,80,0,80,16,80,0,3,30,28,0,26
LP1_0045,9,47,22,80,0,7,80,16,80,0,3,20,62,0,40
LP1_0046,78,47,22,80,54,80,80,16,80,0,3,6,62,0,40
LP1_0047,0,47,22,80,0,0,80,16,80,0,3,20,44,0,38
LP1_0048,9,47,22,80,0,0,80,14,80,0,3,20,62,0,40
LP1_0049,0,47,22,80,0,0,80,16,80,0,3,20,62,0,40
MP1_0000,52,0,16,0,0,44,7,79,9,0,13,14,18,51,16
MP1_0001,80,0,0,0,0,31,0,46,0,0,0,6,18,28,16
MP1_0002,57,73,80,80,0,0,24,80,23,80,80,66,62,80,0
MP1_0003,15,73,80,80,0,31,24,80,23,80,22,26,62,51,0
MP1_0004,36,80,80,45,0,66,44,80,11,80,10,24,0,51,40
MP1_0005,69,40,22,80,0,32,24,79,23,0,9,56,80,51,16
MP1_0006,0,14,38,80,0,32,11,80,11,61,80,20,0,51,4
MP1_0007,36,40,22,80,26,0,24,77,22,0,9,20,62,49,0
MP1_0008,2,40,22,80,0,34,23,71,11,0,70,60,18,77,16
MP1_0009,9,67,80,64,0,0,44,80,11,80,58,20,0,51,40
MP1_0010,21,40,22,80,26,13,24,79,23,0,19,20,80,53,16
MP1_0011,53,40,22,80,0,13,23,78,11,0,9,37,0,51,0
MP1_0012,52,47,22,80,0,21,44,79,10,0,9,60,0,51,40
MP1_0013,4,18,41,0,0,0,0,59,0,80,19,0,0,51,0
MP1_0014,46,80,78,80,0,80,44,80,11,80,24,66,0,73,8
MP1_0015,54,46,54,80,37,14,24,66,23,0,70,65,80,80,16
MP1_0016,9,64,63,45,0,54,24,79,11,63,10,4,18,51,70
MP1_0017,34,30,20,0,0,0,15,79,8,0,67,0,18,51,70
MP1_0018,9,73,80,80,0,8,23,80,11,80,80,30,0,80,0
MP1_0019,50,40,22,80,54,32,24,79,23,0,70,58,80,51,16
MP1_0020,0,54,54,80,0,0,23,78,11,0,52,20,0,51,0
MP1_0021,9,44,22,80,0,32,40,79,22,0,0,20,52,51,70
MP1_0022,69,17,70,0,0,25,11,80,10,80,13,56,0,80,0
MP1_0023,27,19,47,0,0,60,6,77,0,80,19,25,0,51,37
MP1_0024,30,55,32,80,80,34,23,79,11,0,70,21,18,51,16
MP1_0025,36,47,22,80,0,31,44,79,11,0,10,26,18,51,70
