,A,E,F,H,I,K,L,M,N,T,V,W,X,Y,Z
AP1_0028,42,0,0,1,80,0,0,0,0,0,0,0,0,0,0
AP1_0029,7,0,0,1,66,0,0,0,0,0,0,0,0,0,0
AP1_0030,18,0,0,1,14,0,0,0,0,0,0,0,0,0,0
AP1_0031,3,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0032,61,0,0,2,80,2,24,0,0,0,0,0,0,0,0
AP1_0033,27,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0034,32,0,0,1,80,2,24,0,0,0,0,0,0,0,0
AP1_0035,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0036,15,0,0,1,80,0,0,0,0,0,0,0,0,0,0
AP1_0037,15,0,0,1,38,0,0,0,0,0,0,0,0,0,0
AP1_0038,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AP1_0039,39,0,0,2,80,0,24,0,0,0,0,0,0,0,0
AP1_0040,41,0,0,1,56,0,0,0,0,0,4,0,0,0,0
AP1_0041,15,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0042,15,0,0,0,56,0,0,0,0,0,0,0,0,0,0
AP1_0043,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0044,16,0,0,0,80,0,0,0,0,0,0,0,0,0,0
AP1_0045,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0046,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP1_0047,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0
AP1_0048,0,0,0,13,42,0,80,0,0,0,0,0,0,0,0
AP1_0049,3,0,0,0,56,0,0,0,0,0,0,0,0,0,0
EP1_0000,1,0,5,1,80,0,0,0,0,0,0,0,0,0,0
EP1_0001,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0
EP1_0002,7,19,12,1,42,0,0,0,0,0,0,0,0,0,0
EP1_0003,0,0,54,0,80,0,0,0,0,0,0,0,0,0,0
EP1_0004,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0
EP1_0005,14,1,5,1,80,9,80,0,0,0,0,0,0,0,0
EP1_0006,3,0,7,5,56,0,0,0,0,0,0,0,0,0,0
EP1_0007,14,20,12,1,80,0,0,0,0,0,80,0,10,0,0
EP1_0008,1,1,5,1,80,17,0,0,0,0,0,0,0,0,0
EP1_0009,1,1,12,1,0,17,0,0,0,0,0,0,0,0,0
EP1_0010,2,18,12,1,80,0,0,0,0,0,0,0,0,0,0
EP1_0011,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP1_0012,39,0,5,2,80,0,80,0,0,0,0,0,0,0,0
EP1_0013,3,19,0,0,80,0,63,0,0,0,80,0,0,0,35
EP1_0014,14,19,12,1,80,0,80,0,0,0,46,0,33,0,35
EP1_0015,1,24,5,0,80,0,0,0,0,0,0,0,0,0,0
EP1_0016,0,0,12,1,80,0,0,0,0,0,30,0,0,0,0
EP1_0017,1,1,12,1,80,0,0,0,0,52,80,0,0,0,0
EP1_0018,2,24,12,1,80,0,0,0,0,0,0,0,0,0,0
EP1_0019,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
EP1_0020,0,0,0,0,80,2,0,0,0,0,0,0,0,0,0
EP1_0021,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0
EP1_0022,1,0,12,1,80,0,0,0,0,0,0,0,0,32,0
EP1_0023,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
EP1_0024,6,0,12,14,56,0,0,0,0,0,0,0,0,0,0
EP1_0025,1,0,54,31,80,0,0,0,0,0,0,0,0,0,0
EP1_0026,42,0,0,2,80,0,80,0,0,0,0,0,0,0,0
EP1_0027,3,0,12,1,80,0,0,0,0,0,0,0,0,0,0
EP1_0028,3,1,54,1,0,0,0,0,0,0,80,0,0,0,0
EP1_0029,1,0,7,1,0,17,0,0,0,0,0,0,0,0,0
EP1_0030,3,24,12,0,56,0,0,0,0,0,0,0,0,0,0
EP1_0031,14,19,12,1,80,0,80,0,0,0,80,0,33,0,35
EP1_0032,14,0,7,2,0,0,63,0,0,0,0,0,0,0,0
EP1_0033,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0
EP1_0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP1_0035,1,0,12,1,24,0,0,0,0,0,46,0,0,0,0
EP1_0036,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
EP1_0037,4,24,5,21,80,0,0,0,0,0,0,0,0,0,0
EP1_0038,5,0,12,21,38,0,0,0,0,0,0,0,0,0,0
EP1_0039,1,20,7,0,80,0,0,0,0,0,46,0,0,0,0
EP1_0040,0,24,12,1,0,2,0,0,0,0,0,0,0,0,0
EP1_0041,3,0,12,0,80,0,0,0,0,0,0,0,0,0,0
EP1_0042,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0
EP1_0043,3,1,12,38,80,2,0,0,0,0,0,0,0,0,0
EP1_0044,42,19,12,2,80,0,80,0,0,0,80,0,0,0,0
EP1_0045,0,0,5,2,0,0,80,0,0,0,0,0,0,0,0
EP1_0046,2,0,5,1,42,0,0,0,0,0,0,0,0,0,0
EP1_0047,1,0,12,1,80,0,0,0,0,0,0,0,0,0,0
EP1_0048,0,24,10,0,0,0,0,0,0,0,0,0,0,0,0
EP1_0049,14,24,7,0,0,2,0,0,0,0,0,0,0,0,0
FP1_0000,1,0,33,1,24,0,0,0,0,0,0,0,0,0,0
FP1_0001,3,0,12,1,80,0,0,0,0,0,80,0,0,0,0
FP1_0002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FP1_0003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FP1_0004,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
FP1_0005,13,0,12,1,80,0,0,0,0,0,80,0,0,0,0
FP1_0006,1,0,7,1,80,0,0,0,0,0,0,0,0,0,0
FP1_0007,1,0,17,0,80,0,0,0,0,0,0,0,0,0,0
FP1_0008,1,0,12,0,80,0,0,0,0,0,30,0,0,0,0
FP1_0009,2,0,12,1,0,0,0,0,0,0,0,0,0,0,0
FP1_0010,0,0,7,0,14,0,0,0,0,0,80,0,0,0,0
FP1_0011,0,0,12,1,0,0,0,0,0,0,34,0,0,0,0
FP1_0012,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
FP1_0013,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
FP1_0014,1,0,0,1,24,0,0,0,0,0,0,0,0,0,0
FP1_0015,2,0,5,1,42,0,0,0,0,0,0,0,0,0,0
FP1_0016,0,0,12,0,24,0,0,0,0,0,0,0,0,0,0
FP1_0017,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FP1_0018,1,0,12,0,80,0,0,0,0,0,0,0,0,0,0
FP1_0019,1,0,5,0,24,0,0,0,0,28,0,0,0,0,0
FP1_0020,1,0,54,1,80,0,0,0,0,0,0,0,0,0,0
FP1_0021,1,0,54,0,24,0,0,0,0,0,0,0,0,0,0
FP1_0022,1,0,5,1,80,0,0,0,0,0,0,0,0,0,0
FP1_0023,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
FP1_0024,1,0,12,0,80,0,0,0,0,0,30,0,0,32,0
FP1_0025,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
FP1_0026,1,0,17,0,24,0,0,0,0,0,0,0,0,0,0
FP1_0027,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
FP1_0028,0,0,0,0,80,0,0,0,0,0,80,0,0,0,0
FP1_0029,0,0,0,1,0,0,0,0,0,0,0,0,0,32,0
FP1_0030,1,0,7,1,0,0,0,0,0,0,46,0,0,0,0
FP1_0031,1,0,33,1,24,0,0,0,0,0,0,0,0,0,0
FP1_0032,0,0,12,1,42,0,0,0,0,0,0,0,0,32,0
FP1_0033,1,0,12,1,80,0,0,0,0,0,0,0,0,0,0
FP1_0034,1,0,5,1,24,0,0,0,0,0,0,0,0,0,0
FP1_0035,0,0,12,1,80,0,0,0,0,0,80,0,0,0,0
FP1_0036,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
FP1_0037,1,0,17,1,80,0,0,0,0,0,0,0,0,0,0
FP1_0038,0,0,5,1,80,0,0,0,0,0,76,0,0,0,0
FP1_0039,0,0,54,1,0,0,0,0,0,0,0,0,0,0,0
FP1_0040,0,0,5,1,0,0,0,0,0,35,0,0,0,0,0
FP1_0041,1,0,7,0,80,0,0,0,0,0,46,0,0,0,0
FP1_0042,1,0,12,1,80,0,0,0,0,0,0,0,0,0,0
FP1_0043,1,0,54,1,80,0,0,0,0,28,0,0,0,0,0
FP1_0044,0,0,12,0,80,0,0,0,0,28,0,0,0,0,0
FP1_0045,1,0,12,0,24,0,0,0,0,35,0,0,0,0,0
FP1_0046,1,0,12,1,80,0,0,0,0,0,0,0,0,0,0
FP1_0047,0,0,12,1,80,0,0,0,0,0,0,0,0,0,0
FP1_0048,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
FP1_0049,0,0,33,2,0,24,0,0,0,0,0,0,0,0,0
HP1_0000,1,0,12,15,80,0,0,0,0,0,80,0,0,0,0
HP1_0001,3,0,0,21,80,0,0,0,0,0,30,0,0,0,0
HP1_0002,3,0,0,0,80,0,0,0,0,0,0,0,0,0,0
HP1_0003,6,0,0,26,80,0,0,0,0,0,0,0,0,0,0
HP1_0004,0,0,0,17,80,0,0,0,0,0,30,0,10,0,0
HP1_0005,1,0,0,27,80,2,0,0,0,0,0,0,0,0,0
HP1_0006,3,0,12,28,80,56,0,0,0,0,0,0,0,0,0
HP1_0007,1,0,0,0,80,0,0,0,0,0,0,0,0,0,0
HP1_0008,15,0,0,21,80,0,0,0,0,0,0,0,0,0,0
HP1_0009,2,0,0,5,80,0,0,0,0,0,30,0,0,0,0
HP1_0010,4,0,0,35,80,0,0,0,0,0,0,0,0,0,0
HP1_0011,2,0,0,11,80,0,0,0,0,0,0,0,0,0,0
HP1_0012,2,0,0,10,80,0,0,0,0,0,0,0,0,0,0
HP1_0013,6,0,0,21,80,0,0,0,0,0,0,0,0,0,0
HP1_0014,2,0,0,26,80,0,0,0,0,0,30,0,0,0,0
HP1_0015,2,0,0,21,80,0,0,0,0,0,30,0,0,0,0
HP1_0016,4,0,0,26,80,0,0,0,0,0,0,0,0,0,0
HP1_0017,7,0,0,29,56,2,0,0,0,0,0,0,0,0,0
HP1_0018,4,0,0,26,80,2,0,0,0,0,0,0,0,0,0
HP1_0019,1,0,0,26,80,0,0,0,0,0,30,0,10,0,0
HP1_0020,15,0,0,17,80,0,0,0,0,0,0,0,0,0,0
HP1_0021,17,0,0,26,80,50,0,0,0,0,34,0,0,0,0
HP1_0022,3,0,0,6,80,2,0,0,0,0,0,0,0,0,0
HP1_0023,4,0,0,36,80,0,0,0,0,0,0,0,0,0,0
HP1_0024,5,0,0,17,80,0,0,0,0,0,0,0,0,0,0
HP1_0025,0,0,0,15,80,0,0,0,0,0,0,0,0,0,0
HP1_0026,4,0,0,10,80,0,0,0,0,0,0,0,0,0,0
HP1_0027,4,0,5,26,80,0,0,0,0,0,0,0,0,0,0
HP1_0028,4,0,0,10,80,2,0,0,0,0,30,0,0,0,0
HP1_0029,3,0,0,26,80,0,0,0,0,0,30,0,0,0,0
HP1_0030,4,0,0,26,80,0,0,0,0,0,0,0,0,0,0
HP1_0031,2,0,0,6,80,0,0,0,0,0,0,0,0,0,0
HP1_0032,6,0,12,48,80,0,0,0,0,0,0,0,0,0,0
HP1_0033,2,0,0,12,80,0,0,0,0,0,0,0,0,0,0
HP1_0034,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0
HP1_0035,4,0,7,21,0,0,0,0,0,0,0,0,0,0,0
HP1_0036,0,0,0,21,80,0,0,0,0,0,30,0,0,0,0
HP1_0037,1,0,0,15,80,0,0,0,0,0,0,0,0,0,0
HP1_0038,0,0,0,10,0,0,0,0,0,0,30,0,0,0,0
HP1_0039,1,0,0,10,24,0,0,0,0,0,0,0,0,0,0
HP1_0040,39,0,0,7,80,0,80,0,0,0,30,0,0,0,0
HP1_0041,4,0,0,5,80,0,0,0,0,0,0,0,0,0,0
HP1_0042,9,0,0,35,80,26,0,0,0,0,0,0,0,0,0
HP1_0043,1,0,0,1,80,0,0,0,0,0,0,0,0,0,0
HP1_0044,2,0,0,12,42,0,0,0,0,0,0,0,0,0,0
HP1_0045,3,0,12,12,66,0,0,0,0,0,0,0,0,0,0
HP1_0046,15,0,0,6,80,0,0,0,0,0,0,0,0,0,0
HP1_0047,0,0,0,10,80,0,0,0,0,0,0,0,0,0,0
HP1_0048,4,0,0,12,80,0,0,0,0,0,0,0,0,0,0
HP1_0049,1,0,0,21,80,0,0,0,0,0,0,0,0,0,0
IP1_0000,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0003,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0004,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0005,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0006,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0007,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0008,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0009,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0011,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0012,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0013,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0014,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0015,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0016,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0017,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0018,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0019,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0020,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0021,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0022,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0024,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0025,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0026,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0027,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0028,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0029,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0
IP1_0030,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0031,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0032,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0033,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0034,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0035,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0036,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0037,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0038,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0039,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0040,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0041,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0042,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0043,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0044,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0045,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0046,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0047,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0048,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KP1_0000,1,0,0,1,80,34,0,0,0,0,4,0,0,0,0
KP1_0001,0,0,0,0,0,32,0,0,0,0,4,0,0,0,0
KP1_0002,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0
KP1_0003,0,0,0,0,80,34,0,0,0,0,80,0,0,0,0
KP1_0004,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
KP1_0005,1,0,0,0,80,32,0,0,0,0,80,0,0,0,0
KP1_0006,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0
KP1_0007,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
KP1_0008,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
KP1_0009,6,0,12,26,80,17,0,0,0,0,0,0,0,0,0
KP1_0010,1,0,0,1,66,10,0,0,0,0,34,0,0,0,0
KP1_0011,0,0,0,0,80,10,0,0,0,0,34,0,0,0,0
KP1_0012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KP1_0013,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
KP1_0014,0,0,0,1,24,17,0,0,0,0,0,0,0,0,0
KP1_0015,0,0,0,0,80,34,0,0,0,0,4,0,0,0,0
KP1_0016,0,0,0,1,80,26,0,0,0,0,0,0,0,0,0
KP1_0017,0,0,0,0,80,17,0,0,0,0,0,0,0,0,0
KP1_0018,1,0,0,0,24,10,0,0,0,0,30,0,0,0,0
KP1_0019,0,0,0,0,0,34,80,0,0,0,0,0,0,0,0
KP1_0020,1,0,0,0,80,34,0,0,0,28,0,0,0,0,0
KP1_0021,0,0,0,0,80,34,0,0,0,0,0,0,0,0,0
KP1_0022,0,0,5,1,80,56,0,0,0,0,80,0,0,0,0
KP1_0023,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0
KP1_0024,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
KP1_0025,1,0,0,1,24,2,0,0,0,0,0,0,0,0,0
KP1_0026,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0
KP1_0027,0,0,0,1,42,34,80,0,0,0,0,0,0,0,0
KP1_0028,0,0,0,1,80,56,0,0,0,0,0,0,0,0,0
KP1_0029,0,0,0,1,80,9,0,0,0,0,80,0,0,0,0
KP1_0030,0,0,0,1,80,46,0,0,0,0,30,0,0,0,0
KP1_0031,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
KP1_0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KP1_0033,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
KP1_0034,1,0,0,1,80,2,0,0,0,0,30,0,0,0,0
KP1_0035,1,0,0,1,80,10,0,0,0,0,30,0,0,0,0
KP1_0036,0,0,0,1,80,10,0,0,0,0,0,0,0,0,0
KP1_0037,2,0,0,1,80,2,0,0,0,0,0,0,0,0,0
KP1_0038,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
KP1_0039,0,0,0,1,80,26,0,0,0,0,0,0,0,0,0
KP1_0040,0,0,0,0,80,24,0,0,0,28,0,0,0,0,0
KP1_0041,0,0,0,0,24,15,0,0,0,0,0,0,0,0,0
KP1_0042,0,0,0,0,80,56,0,0,0,0,4,0,0,0,0
KP1_0043,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
KP1_0044,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
KP1_0045,0,0,0,2,0,2,80,0,0,0,0,0,0,0,0
KP1_0046,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0
KP1_0047,0,0,0,0,66,2,0,0,0,0,0,0,0,0,0
KP1_0048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KP1_0049,0,0,0,0,80,10,0,0,0,0,0,0,0,0,0
LP1_0000,0,0,0,0,42,0,80,0,0,0,0,0,0,0,0
LP1_0001,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0002,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
LP1_0003,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0004,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
LP1_0005,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
LP1_0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LP1_0007,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LP1_0009,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0
LP1_0010,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0011,0,0,0,0,66,0,17,0,0,0,0,0,0,0,0
LP1_0012,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0013,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LP1_0015,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0016,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0017,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
LP1_0018,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0019,0,0,0,0,24,0,80,0,0,0,0,0,0,0,0
LP1_0020,2,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0021,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0022,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
LP1_0023,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LP1_0025,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0026,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0027,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0028,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0029,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0030,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
LP1_0031,0,0,0,0,24,0,80,0,0,0,0,0,0,0,0
LP1_0032,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0033,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0034,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0035,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0036,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0037,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0038,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0039,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0040,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0041,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
LP1_0042,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LP1_0044,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0
LP1_0045,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0046,0,0,0,0,56,0,80,0,0,0,0,0,0,0,0
LP1_0047,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0048,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
LP1_0049,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
MP1_0000,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
MP1_0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MP1_0002,0,0,0,1,0,0,0,60,0,0,0,0,0,80,0
MP1_0003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MP1_0004,0,1,0,1,0,44,0,0,0,0,0,0,0,0,0
MP1_0005,3,0,0,0,0,0,0,30,0,0,0,0,57,0,0
MP1_0006,0,0,0,1,0,0,0,0,0,0,76,0,0,0,0
MP1_0007,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
MP1_0008,0,0,0,1,0,0,0,30,0,0,30,0,0,80,0
MP1_0009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MP1_0010,1,0,0,6,24,0,0,0,0,0,0,0,57,0,0
MP1_0011,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
MP1_0012,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
MP1_0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MP1_0014,0,0,10,1,0,0,0,30,0,28,0,0,0,33,0
MP1_0015,0,0,0,1,42,0,0,30,0,0,30,0,57,80,0
MP1_0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MP1_0017,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
MP1_0018,0,0,0,0,0,0,0,0,0,0,34,0,0,32,0
MP1_0019,0,0,0,0,56,0,0,30,0,0,30,0,57,0,0
MP1_0020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MP1_0021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MP1_0022,0,0,0,0,0,0,0,60,0,0,0,0,0,80,0
MP1_0023,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0
MP1_0024,0,0,0,0,80,2,0,0,0,0,30,0,0,0,0
MP1_0025,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0
