,A,E,F,H,I,K,L,M,N,T,V,W,X,Y,Z
FP1_0010,50,80,68,0,26,56,55,43,15,80,78,57,79,9,47
FP1_0011,0,80,80,80,0,74,55,58,31,80,75,55,0,68,7
FP1_0012,0,69,67,0,0,33,14,0,18,80,14,0,0,0,7
FP1_0013,0,80,80,64,0,58,40,15,31,80,14,13,0,59,7
FP1_0014,62,80,80,80,30,58,55,43,31,80,14,33,0,9,0
FP1_0015,0,80,80,80,12,33,55,15,31,80,34,59,0,59,9
FP1_0016,62,80,80,80,30,33,55,0,31,80,14,74,0,0,7
FP1_0017,62,80,80,80,0,56,55,47,31,80,14,74,0,68,7
FP1_0018,80,80,80,80,80,31,55,0,31,80,34,55,0,0,7
FP1_0019,62,80,80,80,30,33,55,15,31,80,34,70,79,59,47
FP1_0020,62,80,80,80,68,58,55,58,31,80,34,73,79,68,47
FP1_0021,62,80,80,80,30,33,55,15,31,80,14,55,0,59,7
FP1_0022,48,80,36,80,80,47,69,15,61,80,34,55,0,59,7
FP1_0023,62,80,80,80,0,31,55,15,31,80,34,74,0,71,7
FP1_0024,62,80,76,80,80,58,55,58,31,80,80,66,0,80,7
FP1_0025,0,80,80,80,0,80,55,0,31,80,14,55,0,0,7
FP1_0026,62,80,80,80,30,33,55,4,31,80,14,59,0,15,7
FP1_0027,0,78,73,80,0,53,57,0,31,80,34,55,0,0,7
FP1_0028,62,80,59,0,80,26,19,0,15,80,78,74,79,12,47
FP1_0029,62,80,80,80,0,56,55,58,31,80,32,74,0,80,7
FP1_0030,62,80,80,80,0,58,55,54,31,80,21,63,60,35,47
FP1_0031,62,80,80,80,30,58,55,15,31,80,14,74,0,59,7
FP1_0032,56,80,80,80,12,33,55,43,31,80,34,74,0,21,7
FP1_0033,80,80,80,80,80,34,55,15,31,80,34,60,0,71,7
FP1_0034,80,80,80,80,30,34,55,0,31,80,14,79,0,0,7
FP1_0035,62,80,80,80,68,37,55,8,31,80,80,71,79,71,47
FP1_0036,0,47,73,8,0,38,45,15,30,13,14,13,0,59,0
FP1_0037,62,80,80,80,80,33,55,0,31,80,34,55,0,0,7
FP1_0038,62,80,80,80,68,56,55,0,31,80,80,60,79,0,47
FP1_0039,0,80,80,80,0,31,55,54,31,80,34,58,0,57,7
FP1_0040,62,80,80,80,0,56,55,15,31,80,14,74,0,59,7
FP1_0041,62,80,80,80,68,36,55,15,31,80,41,68,79,59,47
FP1_0042,62,80,80,80,68,33,55,43,31,80,34,59,0,21,7
FP1_0043,62,80,80,80,80,58,55,15,31,80,34,66,0,71,0
FP1_0044,62,80,80,80,80,59,55,4,31,80,34,74,0,12,7
FP1_0045,62,80,80,80,30,33,55,0,31,80,14,74,0,0,7
FP1_0046,62,80,80,80,68,33,55,47,31,80,34,74,0,21,7
FP1_0047,0,80,80,80,80,56,55,16,31,80,34,55,0,0,7
FP1_0048,31,80,80,80,0,60,55,26,70,80,34,55,0,44,7
FP1_0049,13,80,80,80,0,56,55,37,31,80,14,74,0,59,7
HP1_0000,62,80,80,80,80,31,55,0,31,80,80,55,79,0,47
HP1_0001,80,61,67,80,80,59,69,80,57,0,68,76,0,80,16
HP1_0002,74,80,80,80,80,69,66,44,61,80,34,79,0,21,11
HP1_0003,30,61,61,80,80,35,66,22,34,0,66,61,0,0,33
HP1_0004,74,61,69,80,80,49,69,56,77,0,68,55,80,9,44
HP1_0005,70,61,61,80,80,55,80,37,34,0,66,62,0,71,33
HP1_0006,62,80,80,80,80,78,57,22,34,80,78,62,0,21,27
HP1_0007,62,61,58,80,80,45,55,15,31,0,20,74,0,71,0
HP1_0008,80,80,80,80,68,31,58,15,35,80,60,55,79,0,37
HP1_0009,80,28,22,8,80,41,59,22,64,0,64,47,1,0,4
HP1_0010,74,61,29,80,80,31,55,25,43,0,66,56,0,0,4
HP1_0011,80,80,80,80,80,80,55,34,31,80,39,75,0,21,11
HP1_0012,74,80,57,80,80,22,69,8,76,80,80,55,0,0,7
HP1_0013,74,61,58,80,80,55,69,8,76,0,20,79,1,12,0
HP1_0014,80,61,61,80,80,53,69,4,77,0,66,79,1,12,2
HP1_0015,30,33,13,80,80,22,24,15,59,0,66,47,1,12,0
HP1_0016,74,61,33,80,80,34,58,15,35,0,64,60,0,71,4
HP1_0017,80,61,58,80,50,55,66,37,34,0,64,61,0,71,33
HP1_0018,80,61,58,80,80,53,66,80,34,0,66,74,0,80,8
HP1_0019,67,61,58,80,80,31,69,43,62,0,66,55,79,9,40
HP1_0020,80,61,35,80,80,31,69,26,77,0,20,60,1,0,4
HP1_0021,74,61,35,80,80,78,69,50,77,0,66,70,1,21,4
HP1_0022,80,61,58,80,80,55,55,0,35,0,66,74,0,12,2
HP1_0023,16,68,63,80,80,31,66,22,34,25,66,61,0,12,33
HP1_0024,80,80,73,80,80,56,66,5,34,80,78,71,0,56,37
HP1_0025,69,61,58,80,80,55,55,22,31,0,66,55,0,0,4
HP1_0026,80,61,58,80,67,80,55,65,31,0,46,16,0,0,4
HP1_0027,80,68,80,80,80,56,58,58,35,0,66,79,0,80,0
HP1_0028,80,61,58,80,80,80,69,54,77,0,66,56,79,0,40
HP1_0029,18,61,58,80,67,53,69,0,77,0,62,63,1,12,0
HP1_0030,80,61,58,80,80,33,55,8,31,0,66,72,79,12,18
HP1_0031,80,61,58,80,68,58,55,4,31,0,20,65,0,0,0
HP1_0032,74,80,57,80,80,78,69,50,64,80,80,70,0,21,11
HP1_0033,59,80,80,80,80,31,77,52,50,80,76,80,0,71,0
HP1_0034,18,61,58,80,0,53,80,22,38,0,20,61,0,0,33
HP1_0035,80,80,80,80,0,58,55,22,31,80,14,65,0,41,11
HP1_0036,13,61,58,80,80,31,69,22,77,0,66,60,1,0,4
HP1_0037,24,80,80,80,80,51,55,29,31,80,30,65,0,60,4
HP1_0038,0,80,80,80,0,53,55,35,31,80,80,55,79,0,47
HP1_0039,72,61,61,80,42,58,55,37,31,0,20,55,0,48,4
HP1_0040,80,61,58,80,80,56,80,65,80,0,66,72,1,21,33
HP1_0041,80,61,58,80,80,53,66,22,34,0,20,65,0,0,33
HP1_0042,49,61,58,80,80,78,57,80,50,0,46,69,0,68,33
HP1_0043,62,61,58,80,80,31,55,0,31,0,20,55,0,0,0
HP1_0044,18,80,66,80,12,58,58,0,75,61,20,55,0,0,0
HP1_0045,80,80,80,80,54,77,66,15,34,13,5,61,0,71,29
HP1_0046,80,61,58,80,80,53,69,0,34,0,61,24,0,12,2
HP1_0047,77,61,58,80,80,33,55,40,31,0,66,79,0,71,4
HP1_0048,74,61,58,80,80,57,66,25,55,0,66,33,0,12,4
HP1_0049,12,61,58,80,80,33,55,37,31,0,44,55,0,59,4
IP1_0000,56,0,17,80,80,9,46,0,16,0,46,5,69,0,40
IP1_0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0003,58,31,28,80,80,22,49,0,64,0,34,13,0,0,0
IP1_0004,0,0,0,0,80,0,0,0,2,0,0,0,0,0,0
IP1_0005,30,33,7,80,80,22,55,0,51,0,25,79,1,12,0
IP1_0006,10,0,0,0,80,0,0,22,0,0,46,0,0,0,4
IP1_0007,18,0,0,16,80,0,3,0,46,0,30,16,0,0,0
IP1_0008,30,0,0,0,80,0,0,54,0,0,46,0,0,0,4
IP1_0009,59,61,57,80,80,31,66,0,62,0,30,73,0,12,0
IP1_0010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP1_0011,62,61,58,80,80,31,55,0,31,0,20,56,0,0,0
IP1_0012,62,61,58,80,80,31,66,0,43,0,66,60,0,12,0
IP1_0013,7,0,0,0,80,0,0,17,0,0,46,0,0,0,4
IP1_0014,0,0,0,0,80,0,0,0,0,0,46,0,79,0,40
IP1_0015,30,0,6,80,80,0,32,0,8,0,46,17,0,12,0
IP1_0016,18,0,0,0,80,0,14,0,46,0,30,6,0,12,0
IP1_0017,12,33,0,80,80,0,36,0,36,0,25,55,0,0,0
IP1_0018,12,61,0,80,80,22,55,0,31,0,66,45,0,0,0
IP1_0019,64,61,50,80,80,31,49,0,50,0,66,1,0,0,0
IP1_0020,62,61,51,80,80,31,55,0,31,0,66,16,0,12,0
IP1_0021,74,61,28,80,80,31,49,0,64,0,66,1,0,0,0
IP1_0022,62,0,17,80,80,9,46,0,16,0,46,1,79,0,28
IP1_0023,0,0,0,0,0,0,0,0,0,0,46,0,69,0,40
IP1_0024,27,0,0,72,80,0,18,0,4,0,66,22,0,12,0
IP1_0025,64,61,28,80,80,31,60,0,68,0,66,1,0,0,4
IP1_0026,62,0,0,0,80,0,0,0,0,0,46,5,79,0,40
IP1_0027,30,33,7,80,80,0,39,0,47,0,25,24,0,12,0
IP1_0028,49,0,0,80,80,0,0,0,16,0,46,0,0,0,28
IP1_0029,18,0,0,0,50,0,3,0,4,0,44,5,0,12,4
IP1_0030,30,58,35,80,80,22,69,8,59,0,20,71,0,12,0
IP1_0031,30,33,7,80,80,0,28,0,47,0,66,1,0,0,0
IP1_0032,0,0,7,80,80,31,43,0,68,0,0,17,0,0,4
IP1_0033,0,0,7,80,80,31,46,0,62,0,20,38,0,0,0
IP1_0034,62,61,58,80,68,31,55,0,31,0,20,55,0,0,0
IP1_0035,30,0,0,80,80,0,28,0,4,0,46,5,0,0,4
IP1_0036,18,0,7,72,80,0,13,29,4,0,46,0,0,0,0
IP1_0037,62,80,73,80,80,31,46,0,31,13,80,1,0,11,26
IP1_0038,74,61,35,80,80,22,69,0,76,0,20,55,0,0,0
IP1_0039,62,44,50,80,80,31,46,0,19,0,46,5,20,0,28
IP1_0040,62,61,51,80,80,58,46,0,43,0,66,1,0,0,26
IP1_0041,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
IP1_0042,56,0,0,0,80,0,0,0,0,0,46,5,19,0,12
IP1_0043,12,0,0,72,80,0,15,0,2,0,66,1,0,0,0
IP1_0044,12,14,0,80,80,22,55,0,19,0,20,55,0,0,0
IP1_0045,62,61,58,80,80,35,55,11,31,0,20,56,0,0,0
IP1_0046,62,0,10,80,80,0,29,0,4,0,46,12,79,12,40
IP1_0047,62,61,51,80,80,31,46,0,31,0,66,1,0,0,26
IP1_0048,64,61,50,80,80,31,58,0,62,0,66,14,0,0,0
IP1_0049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KP1_0000,80,80,80,80,80,78,66,21,31,80,80,60,0,59,13
KP1_0001,7,80,53,0,0,80,52,25,31,25,66,58,0,0,4
KP1_0002,62,61,58,80,13,78,66,3,34,0,7,75,60,0,69
KP1_0003,71,22,15,16,80,78,59,14,22,80,78,41,0,21,4
KP1_0004,62,80,69,80,80,58,55,8,31,80,32,55,0,0,4
KP1_0005,80,80,80,80,80,78,69,0,77,80,80,79,1,21,9
KP1_0006,56,61,58,80,0,78,64,28,31,0,0,65,0,21,0
KP1_0007,62,61,58,80,0,78,55,0,31,0,0,75,0,12,26
KP1_0008,62,61,58,80,0,80,66,15,34,0,7,14,0,59,55
KP1_0009,80,80,80,80,80,78,55,30,31,80,60,60,0,26,11
KP1_0010,62,61,58,80,42,80,55,15,31,0,66,65,79,0,40
KP1_0011,62,61,58,80,68,77,55,0,31,0,66,73,79,12,40
KP1_0012,0,36,65,80,0,78,66,43,33,80,34,72,0,21,7
KP1_0013,80,61,58,80,80,80,69,8,77,0,20,80,1,20,0
KP1_0014,62,80,80,80,30,78,57,43,31,80,16,75,0,9,7
KP1_0015,31,80,63,0,80,78,69,14,35,25,46,70,0,21,4
KP1_0016,80,61,58,80,80,80,58,15,35,0,66,79,0,71,0
KP1_0017,80,80,80,80,80,79,57,0,34,80,60,65,79,12,76
KP1_0018,62,61,58,80,30,80,66,58,34,0,66,61,79,80,69
KP1_0019,6,61,58,80,0,80,80,0,80,0,0,56,1,0,29
KP1_0020,80,80,79,80,80,78,69,22,77,80,32,65,1,21,0
KP1_0021,80,61,58,80,80,78,55,50,31,0,66,36,0,12,4
KP1_0022,18,80,80,80,80,78,69,47,67,80,80,74,0,54,7
KP1_0023,62,61,58,80,0,78,57,43,34,0,22,79,0,21,12
KP1_0024,0,3,51,0,0,80,29,0,18,0,0,13,0,0,0
KP1_0025,62,61,58,80,30,78,55,8,31,0,7,74,79,0,40
KP1_0026,68,61,58,8,12,78,54,22,77,0,0,2,1,0,4
KP1_0027,0,61,58,80,12,80,80,7,80,0,20,56,1,0,29
KP1_0028,80,80,80,80,80,78,55,33,31,80,80,55,0,0,11
KP1_0029,59,80,67,80,80,78,66,11,62,80,80,63,61,0,47
KP1_0030,80,61,58,80,80,80,80,43,68,0,66,80,0,21,12
KP1_0031,62,61,51,80,0,78,48,8,7,0,0,19,0,0,12
KP1_0032,0,33,14,80,0,49,21,15,42,0,20,42,0,33,0
KP1_0033,80,61,58,80,0,80,66,0,31,0,0,65,0,12,0
KP1_0034,56,61,22,80,80,78,46,8,33,0,66,5,19,0,12
KP1_0035,62,61,58,80,68,73,55,58,31,0,66,74,79,59,40
KP1_0036,31,80,69,80,80,78,66,33,31,80,70,65,0,21,4
KP1_0037,68,61,58,80,68,80,55,4,31,0,20,58,0,0,0
KP1_0038,0,61,58,80,0,80,55,0,31,0,0,55,0,0,0
KP1_0039,70,80,63,80,80,80,69,47,62,25,20,79,0,21,0
KP1_0040,67,80,80,80,80,32,69,12,77,80,34,65,1,80,7
KP1_0041,80,78,77,80,17,80,69,19,34,80,14,74,0,21,36
KP1_0042,65,58,50,80,80,77,66,4,31,80,60,79,42,71,47
KP1_0043,62,61,58,80,0,80,66,0,34,0,0,68,79,0,57
KP1_0044,50,61,58,80,0,80,57,22,34,0,20,55,0,0,12
KP1_0045,0,61,61,80,0,75,80,0,80,0,20,56,1,0,29
KP1_0046,18,80,80,80,38,32,69,43,77,80,34,60,1,80,5
KP1_0047,62,61,58,80,42,80,57,0,31,0,0,74,0,0,0
KP1_0048,0,0,1,0,0,49,0,15,0,0,0,3,0,0,0
KP1_0049,62,61,58,80,80,78,66,12,34,0,20,56,0,0,29
LP1_0000,80,61,58,80,12,41,80,0,80,0,20,56,1,0,29
LP1_0001,0,61,58,80,0,55,80,11,80,0,20,56,1,0,29
LP1_0002,49,61,58,80,30,58,66,0,34,0,0,56,0,0,29
LP1_0003,67,61,58,80,80,31,80,0,80,0,20,56,1,0,29
LP1_0004,62,61,58,80,80,39,66,0,34,0,25,56,0,0,29
LP1_0005,56,61,58,80,12,31,66,0,34,0,20,56,0,0,29
LP1_0006,0,61,58,0,0,55,66,8,34,0,20,55,0,0,14
LP1_0007,80,61,58,80,80,55,80,0,80,0,20,56,1,0,29
LP1_0008,0,61,58,80,0,31,66,0,34,0,20,56,0,0,29
LP1_0009,62,61,50,80,42,9,57,0,7,0,5,20,0,0,15
LP1_0010,80,61,58,80,80,31,80,0,80,0,20,56,1,0,29
LP1_0011,80,61,58,80,54,48,58,15,64,0,20,59,1,12,4
LP1_0012,0,61,58,80,80,53,80,0,80,0,20,56,1,0,29
LP1_0013,0,61,58,80,0,31,80,0,80,0,20,56,1,0,29
LP1_0014,13,61,58,80,0,43,66,0,34,0,20,57,0,0,29
LP1_0015,0,61,58,80,0,31,80,0,80,0,20,56,1,0,29
LP1_0016,80,61,58,80,68,31,80,0,80,0,20,56,1,0,29
LP1_0017,80,61,58,80,80,31,80,0,80,0,20,56,1,0,29
LP1_0018,80,61,58,80,0,47,80,0,80,0,0,57,1,0,29
LP1_0019,80,61,58,80,30,53,80,0,80,0,0,76,1,0,29
LP1_0020,80,61,58,80,80,31,80,0,80,0,20,70,1,12,29
LP1_0021,80,61,58,80,80,31,80,0,80,0,20,56,1,0,29
LP1_0022,62,80,80,80,30,31,66,15,34,80,14,56,0,59,29
LP1_0023,0,61,58,80,0,55,80,0,80,0,20,13,1,0,29
LP1_0024,0,61,58,80,0,31,66,0,34,0,20,56,0,0,29
LP1_0025,0,61,58,80,0,54,80,0,80,0,0,56,1,0,29
LP1_0026,0,59,58,8,0,31,56,0,80,0,20,0,1,0,29
LP1_0027,0,61,58,80,0,31,80,8,80,0,20,56,1,0,29
LP1_0028,80,61,58,80,80,80,80,8,80,0,25,56,1,0,29
LP1_0029,80,61,58,80,80,35,80,0,80,0,20,56,1,0,29
LP1_0030,62,61,51,80,30,31,57,0,22,0,7,20,0,0,29
LP1_0031,80,61,58,80,17,55,80,15,80,0,20,56,1,18,29
LP1_0032,67,61,58,80,80,31,80,0,80,0,20,56,1,0,29
LP1_0033,80,61,58,80,80,47,80,0,80,0,20,56,1,0,29
LP1_0034,80,61,58,80,80,41,71,8,80,0,20,13,1,0,29
LP1_0035,0,61,58,80,80,31,80,0,80,0,20,56,1,0,29
LP1_0036,74,61,35,80,80,22,80,11,80,0,20,57,0,0,0
LP1_0037,67,61,58,80,80,31,80,0,80,0,20,56,1,0,29
LP1_0038,80,61,58,80,80,36,80,15,80,0,20,56,1,0,4
LP1_0039,0,61,58,80,80,31,80,0,80,0,20,56,1,0,29
LP1_0040,80,61,58,80,80,31,80,0,80,0,20,56,1,0,29
LP1_0041,62,61,58,80,80,44,66,8,34,0,20,56,0,0,29
LP1_0042,0,61,57,80,0,31,80,0,80,0,20,56,1,0,29
LP1_0043,0,61,58,80,0,31,66,0,34,0,0,56,0,0,29
LP1_0044,77,61,58,80,80,31,80,0,68,0,20,56,1,0,27
LP1_0045,0,61,58,80,0,31,80,0,80,0,20,56,1,0,29
LP1_0046,80,61,58,80,50,80,80,0,80,0,20,16,1,0,29
LP1_0047,0,61,58,80,0,31,80,0,80,0,20,56,1,0,29
LP1_0048,0,61,58,80,0,31,80,0,80,0,20,56,1,0,29
LP1_0049,0,61,58,80,0,31,80,0,80,0,20,56,1,0,29
MP1_0000,55,3,37,0,0,57,14,80,18,0,2,5,79,68,44
MP1_0001,80,0,0,0,12,16,0,65,0,0,0,6,79,9,44
MP1_0002,56,80,80,80,0,31,69,80,77,80,80,79,1,80,11
MP1_0003,8,80,80,80,0,47,69,80,77,80,34,60,1,68,11
MP1_0004,18,80,80,64,0,80,66,80,34,80,14,57,0,68,40
MP1_0005,72,61,58,80,0,58,69,80,77,0,0,74,80,68,44
MP1_0006,0,0,29,80,0,58,24,80,31,55,80,55,0,68,23
MP1_0007,18,61,58,80,30,31,69,80,75,0,0,55,1,57,4
MP1_0008,0,61,58,80,0,58,55,80,31,0,66,74,79,80,44
MP1_0009,0,80,80,80,0,33,66,80,34,80,53,56,0,68,40
MP1_0010,19,61,58,80,30,38,69,80,77,0,7,55,80,68,44
MP1_0011,62,61,58,80,12,38,55,80,31,0,0,74,0,68,4
MP1_0012,56,61,58,80,0,43,66,80,34,0,0,75,0,68,33
MP1_0013,0,19,22,0,0,0,0,80,0,80,14,0,0,68,11
MP1_0014,31,80,80,80,0,80,66,80,34,80,32,80,0,80,8
MP1_0015,62,61,77,80,12,32,69,80,77,0,66,74,51,80,44
MP1_0016,0,80,79,64,0,79,42,80,34,80,14,13,79,68,73
MP1_0017,44,28,51,0,0,33,32,80,18,0,46,0,79,68,73
MP1_0018,0,80,80,80,0,32,55,80,31,80,80,60,0,80,11
MP1_0019,56,61,58,80,63,58,69,80,77,0,66,74,80,68,44
MP1_0020,0,63,77,80,0,31,55,80,31,0,41,55,0,68,4
MP1_0021,0,61,58,80,0,58,67,80,75,0,0,55,79,68,73
MP1_0022,72,11,69,0,0,45,24,80,31,80,32,74,0,80,11
MP1_0023,18,19,22,0,0,38,15,80,1,80,14,36,0,68,40
MP1_0024,24,80,63,80,80,60,55,80,31,0,66,55,79,68,44
MP1_0025,18,61,58,80,0,47,66,80,34,0,7,61,79,68,73
